algorithm,original,reordered,model,size,column,value
bigraph,"[113902  12739 120841  51398  88673  80612  12563 101163  22103  43814
 122274 109435  77814  54879  48597     33 112948  17206  55190 121246
 125136 107577   6716  21118  72785  25999  99153  30874  72876  97858
  90698  69506  41742  68885  26321  99703  88674  73731  81521  66003
 132046  78532  73605  31986  97063 125464  55604  10035 110080  32345
  28852  97660  19838  20146  23728  28848  50822  83108   4730  91217
  33531  19936 101486  28896  87265  77635  78807  71657 113304  66904
  53968  77629 100615  57083  91163  55327  83353  73383 128738  16539
 119550  27636  54786  12809  54011  30946  59037  53577  94545  73867
  41848  99358 105429  26580  66224 119339  48968 103454  23221  45414]","[np.int64(69506), np.int64(68885), np.int64(99703), np.int64(66003), np.int64(73605), np.int64(28852), np.int64(23728), np.int64(28848), np.int64(28896), np.int64(66904), np.int64(27636), np.int64(26580), np.int64(66224), np.int64(25999), np.int64(26321), np.int64(71657), np.int64(73731), np.int64(107577), np.int64(72785), np.int64(21118), np.int64(100615), np.int64(33531), np.int64(72876), np.int64(17206), np.int64(53968), np.int64(31986), np.int64(113902), np.int64(48968), np.int64(73383), np.int64(32345), np.int64(41848), np.int64(99153), np.int64(132046), np.int64(54011), np.int64(54786), np.int64(4730), np.int64(94545), np.int64(99358), np.int64(53577), np.int64(83353), np.int64(81521), np.int64(77814), np.int64(54879), np.int64(110080), np.int64(30946), np.int64(113304), np.int64(55327), np.int64(57083), np.int64(87265), np.int64(12739), np.int64(120841), np.int64(50822), np.int64(59037), np.int64(55190), np.int64(33), np.int64(55604), np.int64(12809), np.int64(80612), np.int64(51398), np.int64(88673), np.int64(12563), np.int64(101163), np.int64(22103), np.int64(43814), np.int64(122274), np.int64(109435), np.int64(48597), np.int64(112948), np.int64(121246), np.int64(125136), np.int64(6716), np.int64(30874), np.int64(97858), np.int64(90698), np.int64(41742), np.int64(88674), np.int64(78532), np.int64(97063), np.int64(125464), np.int64(10035), np.int64(97660), np.int64(19838), np.int64(20146), np.int64(83108), np.int64(91217), np.int64(19936), np.int64(101486), np.int64(77635), np.int64(78807), np.int64(77629), np.int64(91163), np.int64(128738), np.int64(16539), np.int64(119550), np.int64(73867), np.int64(105429), np.int64(119339), np.int64(103454), np.int64(23221), np.int64(45414)]",gemma2:9b,100,,
random,"[ 54724  48385 128167 116968 113404 110188  33557   3815 119495  20329
 112841   7385  90170 107647 117927 124987  60426  71450  84106 116023
  68041 102921  92393  11892   7747  58605 121227  81158  56528  53626
  73364 105362 112343  20953  92797  45040  69670  95018  66350  72440
   1262 107078  12398 118900  54810 124639 114918  37131  88447  78745
 130220  62834  11703  32641  96043  47893 118368  61516 116177  31915
  54323  58473  22507  62425  26508  80361  47471 128429  77011  38146
   7461  91184  33971   4850 126954  29078  78832 101653  10724  48241
  64775  83867  99026  33926  24665  35236  77915  30865  77800  28317
   5832 123657   6278  48253  95173  92112  76364  65469  45074 120930]","[ 54724  48385 128167 116968 113404 110188  33557   3815 119495  20329
 112841   7385  90170 107647 117927 124987  60426  71450  84106 116023
  68041 102921  92393  11892   7747  58605 121227  81158  56528  53626
  73364 105362 112343  20953  92797  45040  69670  95018  66350  72440
   1262 107078  12398 118900  54810 124639 114918  37131  88447  78745
 130220  62834  11703  32641  96043  47893 118368  61516 116177  31915
  54323  58473  22507  62425  26508  80361  47471 128429  77011  38146
   7461  91184  33971   4850 126954  29078  78832 101653  10724  48241
  64775  83867  99026  33926  24665  35236  77915  30865  77800  28317
   5832 123657   6278  48253  95173  92112  76364  65469  45074 120930]",,100,,
opt,"[ 92112 128167 112343  58605  92393  92797  58473  11703  33971  28317
  45074  45040 128429  35236  99026  33926  90170 101653 124639  80361
  53626  78745  11892  29078  66350 116968 126954 121227  48253 123657
 117927  95173  26508  62834  56528  96043  30865  54323  69670  68041
  77800  72440 119495  47471  47893  65469  78832  64775  32641  91184
   7461   5832  54724  31915  60426  22507   7385  20329  88447  71450
  61516 107078 124987  73364  38146  48241 107647  48385 116023  62425
  24665  77915  54810  33557  83867  95018 114918   4850 102921 118368
  84106  81158 112841  20953 118900   6278   1262  37131 130220 120930
   3815  10724 116177  77011 110188  76364 113404 105362   7747  12398]","[np.int64(33971), np.int64(28317), np.int64(33926), np.int64(29078), np.int64(66350), np.int64(26508), np.int64(30865), np.int64(69670), np.int64(68041), np.int64(72440), np.int64(65469), np.int64(64775), np.int64(32641), np.int64(31915), np.int64(71450), np.int64(73364), np.int64(24665), np.int64(33557), np.int64(92112), np.int64(128167), np.int64(112343), np.int64(58605), np.int64(92393), np.int64(92797), np.int64(58473), np.int64(11703), np.int64(45074), np.int64(45040), np.int64(128429), np.int64(35236), np.int64(99026), np.int64(90170), np.int64(101653), np.int64(124639), np.int64(80361), np.int64(53626), np.int64(78745), np.int64(11892), np.int64(116968), np.int64(126954), np.int64(121227), np.int64(48253), np.int64(123657), np.int64(117927), np.int64(95173), np.int64(62834), np.int64(56528), np.int64(96043), np.int64(54323), np.int64(77800), np.int64(119495), np.int64(47471), np.int64(47893), np.int64(78832), np.int64(91184), np.int64(7461), np.int64(5832), np.int64(54724), np.int64(60426), np.int64(22507), np.int64(7385), np.int64(20329), np.int64(88447), np.int64(61516), np.int64(107078), np.int64(124987), np.int64(38146), np.int64(48241), np.int64(107647), np.int64(48385), np.int64(116023), np.int64(62425), np.int64(77915), np.int64(54810), np.int64(83867), np.int64(95018), np.int64(114918), np.int64(4850), np.int64(102921), np.int64(118368), np.int64(84106), np.int64(81158), np.int64(112841), np.int64(20953), np.int64(118900), np.int64(6278), np.int64(1262), np.int64(37131), np.int64(130220), np.int64(120930), np.int64(3815), np.int64(10724), np.int64(116177), np.int64(77011), np.int64(110188), np.int64(76364), np.int64(113404), np.int64(105362), np.int64(7747), np.int64(12398)]",,100,,
warmup,"[ 54810  61516  54724  78832 112841  68041  84106  80361   3815 113404
 107647  65469  26508  11703  60426 105362 118900  77800  20329  47893
  12398  77915  22507 120930  20953 107078  91184  33926  95018 118368
  31915  76364 114918 123657   7461 119495   5832  77011  78745  54323
 130220  32641  53626   7747  81158  92112 121227  47471 124639 124987
 102921 116968  69670 101653  73364  92797  11892  92393  45040  58473
   1262 116177 117927 128429 128167  38146  24665  96043  58605   6278
 126954  10724  28317  29078   4850  37131 116023  45074  48385  95173
  90170 110188  48253  62834  99026  83867 112343  66350  33557  64775
  30865  56528  88447  48241  71450  62425  35236  33971   7385  72440]","[np.int64(78832), np.int64(68041), np.int64(107647), np.int64(65469), np.int64(26508), np.int64(33926), np.int64(31915), np.int64(76364), np.int64(32641), np.int64(102921), np.int64(69670), np.int64(116177), np.int64(24665), np.int64(28317), np.int64(29078), np.int64(116023), np.int64(66350), np.int64(64775), np.int64(33971), np.int64(72440), np.int64(54810), np.int64(61516), np.int64(54724), np.int64(112841), np.int64(84106), np.int64(80361), np.int64(3815), np.int64(113404), np.int64(11703), np.int64(60426), np.int64(105362), np.int64(118900), np.int64(77800), np.int64(20329), np.int64(47893), np.int64(12398), np.int64(77915), np.int64(22507), np.int64(120930), np.int64(20953), np.int64(107078), np.int64(91184), np.int64(95018), np.int64(118368), np.int64(114918), np.int64(123657), np.int64(7461), np.int64(119495), np.int64(5832), np.int64(77011), np.int64(78745), np.int64(54323), np.int64(130220), np.int64(53626), np.int64(7747), np.int64(81158), np.int64(92112), np.int64(121227), np.int64(47471), np.int64(124639), np.int64(124987), np.int64(116968), np.int64(101653), np.int64(73364), np.int64(92797), np.int64(11892), np.int64(92393), np.int64(45040), np.int64(58473), np.int64(1262), np.int64(117927), np.int64(128429), np.int64(128167), np.int64(38146), np.int64(96043), np.int64(58605), np.int64(6278), np.int64(126954), np.int64(10724), np.int64(4850), np.int64(37131), np.int64(45074), np.int64(48385), np.int64(95173), np.int64(90170), np.int64(110188), np.int64(48253), np.int64(62834), np.int64(99026), np.int64(83867), np.int64(112343), np.int64(33557), np.int64(30865), np.int64(56528), np.int64(88447), np.int64(48241), np.int64(71450), np.int64(62425), np.int64(35236), np.int64(7385)]",gemma2:9b,100,,
bigraph,"[  7385  33557 110188  65469  20953  24665  71450  35236  60426 116968
 107647  47471 112841 102921  78745  90170  64775   3815  38146  95173
  92112  22507  62834 101653 105362  29078  77800   1262  53626 128167
 118900  80361  54810 120930 126954  96043  99026  54724 116023  45040
 121227  10724   6278 113404  95018  62425  12398  61516  11703  92393
  83867 114918  84106  37131  26508  78832  33926   7747   7461  20329
 118368 112343  32641 117927  81158  58473 124987  88447  72440  48253
  92797  73364  68041  30865  76364 128429  66350  91184 130220  48385
  56528  48241 107078 124639  11892  31915  77011 116177  28317   5832
  54323  69670  45074 119495  58605 123657  77915  33971  47893   4850]","[np.int64(65469), np.int64(24665), np.int64(29078), np.int64(113404), np.int64(26508), np.int64(68041), np.int64(66350), np.int64(28317), np.int64(69670), np.int64(33971), np.int64(126954), np.int64(33557), np.int64(64775), np.int64(116023), np.int64(32641), np.int64(72440), np.int64(102921), np.int64(53626), np.int64(110188), np.int64(107647), np.int64(31915), np.int64(61516), np.int64(78745), np.int64(96043), np.int64(54724), np.int64(11703), np.int64(37131), np.int64(80361), np.int64(45074), np.int64(71450), np.int64(81158), np.int64(7747), np.int64(116968), np.int64(118900), np.int64(73364), np.int64(88447), np.int64(45040), np.int64(4850), np.int64(77915), np.int64(47893), np.int64(114918), np.int64(54810), np.int64(95018), np.int64(47471), np.int64(54323), np.int64(121227), np.int64(7385), np.int64(77011), np.int64(11892), np.int64(3815), np.int64(84106), np.int64(20953), np.int64(35236), np.int64(60426), np.int64(112841), np.int64(90170), np.int64(38146), np.int64(95173), np.int64(92112), np.int64(22507), np.int64(62834), np.int64(101653), np.int64(105362), np.int64(77800), np.int64(1262), np.int64(128167), np.int64(120930), np.int64(99026), np.int64(10724), np.int64(6278), np.int64(62425), np.int64(12398), np.int64(92393), np.int64(83867), np.int64(78832), np.int64(33926), np.int64(7461), np.int64(20329), np.int64(118368), np.int64(112343), np.int64(117927), np.int64(58473), np.int64(124987), np.int64(48253), np.int64(92797), np.int64(30865), np.int64(76364), np.int64(128429), np.int64(91184), np.int64(130220), np.int64(48385), np.int64(56528), np.int64(48241), np.int64(107078), np.int64(124639), np.int64(116177), np.int64(5832), np.int64(119495), np.int64(58605), np.int64(123657)]",gemma2:9b,100,,
random,"[  8343  96288   7804  78509  85657  86817  48956   2481 132425 122793
  57301  29185  43619  56916   3943  79021  34632  10117  46038  99978
  29970 122422 117574  61606  81361  80454  62594 116967  96751 109906
   9020  92663  44761  67033 103199  82141  67931  36971  18910  49105
   3679  17326  42537  44530  38235  97603  57505  64914   8500 115642
  25745  94264  65797   2947  26674 123964  52964  45308 117776  75121
   8202  43194 101983  83819  82033  78020  27747  91514  11605  18197
  76536 124222  58955 117408  99441  18779  10217  40794  62137  63615
  85901     76  81940 105064   4236  62815 114925  42736  76883  90711
 101982  79376  73668  72498 117000  36477  72463  19337  11472 121339]","[  8343  96288   7804  78509  85657  86817  48956   2481 132425 122793
  57301  29185  43619  56916   3943  79021  34632  10117  46038  99978
  29970 122422 117574  61606  81361  80454  62594 116967  96751 109906
   9020  92663  44761  67033 103199  82141  67931  36971  18910  49105
   3679  17326  42537  44530  38235  97603  57505  64914   8500 115642
  25745  94264  65797   2947  26674 123964  52964  45308 117776  75121
   8202  43194 101983  83819  82033  78020  27747  91514  11605  18197
  76536 124222  58955 117408  99441  18779  10217  40794  62137  63615
  85901     76  81940 105064   4236  62815 114925  42736  76883  90711
 101982  79376  73668  72498 117000  36477  72463  19337  11472 121339]",,100,,
opt,"[ 81940  36477  99978  44530  58955 117776 103199 122793 117574   2947
 124222 101983   2481  81361  43194  42736   4236  79021  67033  86817
  34632  45308  52964  49105  97603  63615  92663  11605 132425   3943
  67931  10117 117408  62815  73668  64914  65797  25745  26674  72498
  36971  80454  94264  85657 105064  62594  40794  27747 117000  82141
 123964  11472  17326  43619  48956  99441  46038  61606     76  44761
  76883  82033  62137  75121   9020  57301  96288  85901 121339 101982
  18910  96751  29970   8500  72463   8343  78509  19337 122422  78020
   7804  38235  91514   3679  83819  56916  76536 115642   8202  10217
  90711  29185 109906 114925  79376  57505  18779  42537  18197 116967]","[np.int64(67033), np.int64(67931), np.int64(73668), np.int64(64914), np.int64(65797), np.int64(25745), np.int64(26674), np.int64(72498), np.int64(27747), np.int64(29970), np.int64(72463), np.int64(29185), np.int64(81940), np.int64(36477), np.int64(99978), np.int64(44530), np.int64(58955), np.int64(117776), np.int64(103199), np.int64(122793), np.int64(117574), np.int64(2947), np.int64(124222), np.int64(101983), np.int64(2481), np.int64(81361), np.int64(43194), np.int64(42736), np.int64(4236), np.int64(79021), np.int64(86817), np.int64(34632), np.int64(45308), np.int64(52964), np.int64(49105), np.int64(97603), np.int64(63615), np.int64(92663), np.int64(11605), np.int64(132425), np.int64(3943), np.int64(10117), np.int64(117408), np.int64(62815), np.int64(36971), np.int64(80454), np.int64(94264), np.int64(85657), np.int64(105064), np.int64(62594), np.int64(40794), np.int64(117000), np.int64(82141), np.int64(123964), np.int64(11472), np.int64(17326), np.int64(43619), np.int64(48956), np.int64(99441), np.int64(46038), np.int64(61606), np.int64(76), np.int64(44761), np.int64(76883), np.int64(82033), np.int64(62137), np.int64(75121), np.int64(9020), np.int64(57301), np.int64(96288), np.int64(85901), np.int64(121339), np.int64(101982), np.int64(18910), np.int64(96751), np.int64(8500), np.int64(8343), np.int64(78509), np.int64(19337), np.int64(122422), np.int64(78020), np.int64(7804), np.int64(38235), np.int64(91514), np.int64(3679), np.int64(83819), np.int64(56916), np.int64(76536), np.int64(115642), np.int64(8202), np.int64(10217), np.int64(90711), np.int64(109906), np.int64(114925), np.int64(79376), np.int64(57505), np.int64(18779), np.int64(42537), np.int64(18197), np.int64(116967)]",,100,,
warmup,"[  9020  40794  43194  29970  57301  72463  29185  36477  58955  94264
  62594  56916  44530 116967  64914   4236 123964  34632 122422 122793
  75121  72498  46038   8343   3679 121339  18779  99978  44761  97603
  38235 114925  18910  90711  48956  27747  11605  96288  92663  49105
  10217  78509   7804   2947  36971  62137  67033  43619  99441 132425
 117408  26674  80454     76  52964 117000  85657 109906  57505  91514
 117574  42537  79021  19337  78020  11472 124222  25745  10117  81361
  96751  83819 101982  42736  18197  73668 117776   3943   8500  76536
 103199 105064   8202  82141  79376  63615  82033  65797 101983  61606
 115642   2481  45308  76883  62815  67931  86817  17326  85901  81940]","[np.int64(29970), np.int64(29185), np.int64(64914), np.int64(75121), np.int64(121339), np.int64(38235), np.int64(27747), np.int64(67033), np.int64(26674), np.int64(117000), np.int64(25745), np.int64(105064), np.int64(65797), np.int64(61606), np.int64(67931), np.int64(9020), np.int64(40794), np.int64(43194), np.int64(57301), np.int64(72463), np.int64(36477), np.int64(58955), np.int64(94264), np.int64(62594), np.int64(56916), np.int64(44530), np.int64(116967), np.int64(4236), np.int64(123964), np.int64(34632), np.int64(122422), np.int64(122793), np.int64(72498), np.int64(46038), np.int64(8343), np.int64(3679), np.int64(18779), np.int64(99978), np.int64(44761), np.int64(97603), np.int64(114925), np.int64(18910), np.int64(90711), np.int64(48956), np.int64(11605), np.int64(96288), np.int64(92663), np.int64(49105), np.int64(10217), np.int64(78509), np.int64(7804), np.int64(2947), np.int64(36971), np.int64(62137), np.int64(43619), np.int64(99441), np.int64(132425), np.int64(117408), np.int64(80454), np.int64(76), np.int64(52964), np.int64(85657), np.int64(109906), np.int64(57505), np.int64(91514), np.int64(117574), np.int64(42537), np.int64(79021), np.int64(19337), np.int64(78020), np.int64(11472), np.int64(124222), np.int64(10117), np.int64(81361), np.int64(96751), np.int64(83819), np.int64(101982), np.int64(42736), np.int64(18197), np.int64(73668), np.int64(117776), np.int64(3943), np.int64(8500), np.int64(76536), np.int64(103199), np.int64(8202), np.int64(82141), np.int64(79376), np.int64(63615), np.int64(82033), np.int64(101983), np.int64(115642), np.int64(2481), np.int64(45308), np.int64(76883), np.int64(62815), np.int64(86817), np.int64(17326), np.int64(85901), np.int64(81940)]",gemma2:9b,100,,
bigraph,"[ 78509  75121  48956  64914  26674 122793  36971  99978  67931  42537
 117574   9020   3679   8202  29185  38235  34632  42736  86817  46038
  43194  79021  85901  17326  73668 122422  10117  57301  72463  63615
  27747  18910   4236   3943  81940  94264 117408  61606 116967  62815
  36477  76536  80454  79376 103199  81361  78020  67033  45308  43619
 109906   8500   2481 117000 123964  25745  19337  76883  10217  82141
  44761  97603  72498  85657   2947  62594 105064  40794  11472     76
 115642  29970 132425 117776  44530  56916  96288   8343  58955  92663
  83819  62137  90711  91514  18197  96751  11605  82033 101983  49105
 101982   7804  99441  18779 114925  57505 124222 121339  52964  65797]","[np.int64(64914), np.int64(26674), np.int64(99978), np.int64(67931), np.int64(29185), np.int64(38235), np.int64(73668), np.int64(27747), np.int64(36477), np.int64(67033), np.int64(25745), np.int64(105064), np.int64(29970), np.int64(65797), np.int64(43194), np.int64(10117), np.int64(61606), np.int64(62137), np.int64(8202), np.int64(11605), np.int64(46038), np.int64(114925), np.int64(48956), np.int64(3943), np.int64(44761), np.int64(11472), np.int64(76), np.int64(96288), np.int64(122422), np.int64(36971), np.int64(58955), np.int64(43619), np.int64(49105), np.int64(10217), np.int64(78509), np.int64(75121), np.int64(122793), np.int64(42537), np.int64(117574), np.int64(9020), np.int64(3679), np.int64(34632), np.int64(42736), np.int64(86817), np.int64(79021), np.int64(85901), np.int64(17326), np.int64(57301), np.int64(72463), np.int64(63615), np.int64(18910), np.int64(4236), np.int64(81940), np.int64(94264), np.int64(117408), np.int64(116967), np.int64(62815), np.int64(76536), np.int64(80454), np.int64(79376), np.int64(103199), np.int64(81361), np.int64(78020), np.int64(45308), np.int64(109906), np.int64(8500), np.int64(2481), np.int64(117000), np.int64(123964), np.int64(19337), np.int64(76883), np.int64(82141), np.int64(97603), np.int64(72498), np.int64(85657), np.int64(2947), np.int64(62594), np.int64(40794), np.int64(115642), np.int64(132425), np.int64(117776), np.int64(44530), np.int64(56916), np.int64(8343), np.int64(92663), np.int64(83819), np.int64(90711), np.int64(91514), np.int64(18197), np.int64(96751), np.int64(82033), np.int64(101983), np.int64(101982), np.int64(7804), np.int64(99441), np.int64(18779), np.int64(57505), np.int64(124222), np.int64(121339), np.int64(52964)]",gemma2:9b,100,,
random,"[119852  48380  93202   1583  94206  35436  37304  86758  70108 113298
  39431  55495  69186 106797  78893   7875  75229  77633  19122  68030
  58866   3643  73343  77038  81623  29389 104177  76263   8931   3995
  35506  95900 108132  47738  27989  78964  60758  31127 115945 116087
 125338  73179  88412 104610  57641 114970 123078  27708 115511   2336
 124304 118564  86429  63861  57063  15793  10938 116806 106586  38851
 114314  86307  38586   8538 123427  84014 114259 100270  70069  23606
  13700  43365  56828 115748  46930   6022  58833 103709  97665 128612
    501  55505 117873  72412  36922 100208  12586 117361 126511 105391
  92180 123767  51958  23050 101852  88172  45453 117185   9802  73258]","[119852  48380  93202   1583  94206  35436  37304  86758  70108 113298
  39431  55495  69186 106797  78893   7875  75229  77633  19122  68030
  58866   3643  73343  77038  81623  29389 104177  76263   8931   3995
  35506  95900 108132  47738  27989  78964  60758  31127 115945 116087
 125338  73179  88412 104610  57641 114970 123078  27708 115511   2336
 124304 118564  86429  63861  57063  15793  10938 116806 106586  38851
 114314  86307  38586   8538 123427  84014 114259 100270  70069  23606
  13700  43365  56828 115748  46930   6022  58833 103709  97665 128612
    501  55505 117873  72412  36922 100208  12586 117361 126511 105391
  92180 123767  51958  23050 101852  88172  45453 117185   9802  73258]",,100,,
opt,"[104177  27989  58866   8538  29389 118564  57641 100208   8931   1583
 123427 115748 123767  68030 108132 115945  27708  69186  47738  94206
  57063 117185 123078  38851  86429  51958  70069  23606   9802 113298
  10938  76263 114970  55505 126511  38586 116087 128612   3643  95900
 117361 106797  31127  19122  45453  63861 119852   6022  39431   7875
  88172  97665 116806  60758  78964  35506 115511    501 114314   2336
  43365 114259 101852  23050  73179 124304  37304  55495  73258  15793
   3995  78893 100270  72412  70108  12586  77038  86307  13700  46930
  93202  86758  81623  84014 117873 104610  36922  58833  48380  92180
 106586  88412 125338 103709 105391  35436  73343  56828  77633  75229]","[np.int64(27989), np.int64(29389), np.int64(68030), np.int64(27708), np.int64(69186), np.int64(70069), np.int64(31127), np.int64(63861), np.int64(73179), np.int64(73258), np.int64(72412), np.int64(70108), np.int64(73343), np.int64(104177), np.int64(58866), np.int64(8538), np.int64(118564), np.int64(57641), np.int64(100208), np.int64(8931), np.int64(1583), np.int64(123427), np.int64(115748), np.int64(123767), np.int64(108132), np.int64(115945), np.int64(47738), np.int64(94206), np.int64(57063), np.int64(117185), np.int64(123078), np.int64(38851), np.int64(86429), np.int64(51958), np.int64(23606), np.int64(9802), np.int64(113298), np.int64(10938), np.int64(76263), np.int64(114970), np.int64(55505), np.int64(126511), np.int64(38586), np.int64(116087), np.int64(128612), np.int64(3643), np.int64(95900), np.int64(117361), np.int64(106797), np.int64(19122), np.int64(45453), np.int64(119852), np.int64(6022), np.int64(39431), np.int64(7875), np.int64(88172), np.int64(97665), np.int64(116806), np.int64(60758), np.int64(78964), np.int64(35506), np.int64(115511), np.int64(501), np.int64(114314), np.int64(2336), np.int64(43365), np.int64(114259), np.int64(101852), np.int64(23050), np.int64(124304), np.int64(37304), np.int64(55495), np.int64(15793), np.int64(3995), np.int64(78893), np.int64(100270), np.int64(12586), np.int64(77038), np.int64(86307), np.int64(13700), np.int64(46930), np.int64(93202), np.int64(86758), np.int64(81623), np.int64(84014), np.int64(117873), np.int64(104610), np.int64(36922), np.int64(58833), np.int64(48380), np.int64(92180), np.int64(106586), np.int64(88412), np.int64(125338), np.int64(103709), np.int64(105391), np.int64(35436), np.int64(56828), np.int64(77633), np.int64(75229)]",,100,,
warmup,"[ 51958  23606 117361 104177  86307 115748  63861  36922  88412  39431
  46930  57063 115511   8931 123078  27989  70069 101852 115945  84014
 105391  60758 128612 123767  73343 124304   8538  58833  92180  58866
   9802  86758  68030  70108  43365  75229 113298   1583  38586  19122
  78893 119852  47738 125338  77633  48380  38851  76263  56828 114970
  15793   2336    501  73179  10938 123427 126511 100270 116087  27708
  57641  93202  13700   3643  95900  35506   7875  69186  88172  55505
 104610   6022 106797  45453 117185 100208 114259  86429  23050 118564
  97665   3995 117873  94206 108132  35436  37304  73258  78964  29389
  12586  31127  77038  72412 116806 106586 114314  81623 103709  55495]","[np.int64(104177), np.int64(115748), np.int64(63861), np.int64(46930), np.int64(27989), np.int64(70069), np.int64(92180), np.int64(68030), np.int64(70108), np.int64(47738), np.int64(76263), np.int64(27708), np.int64(13700), np.int64(69186), np.int64(100208), np.int64(118564), np.int64(73258), np.int64(29389), np.int64(77038), np.int64(51958), np.int64(23606), np.int64(117361), np.int64(86307), np.int64(36922), np.int64(88412), np.int64(39431), np.int64(57063), np.int64(115511), np.int64(8931), np.int64(123078), np.int64(101852), np.int64(115945), np.int64(84014), np.int64(105391), np.int64(60758), np.int64(128612), np.int64(123767), np.int64(73343), np.int64(124304), np.int64(8538), np.int64(58833), np.int64(58866), np.int64(9802), np.int64(86758), np.int64(43365), np.int64(75229), np.int64(113298), np.int64(1583), np.int64(38586), np.int64(19122), np.int64(78893), np.int64(119852), np.int64(125338), np.int64(77633), np.int64(48380), np.int64(38851), np.int64(56828), np.int64(114970), np.int64(15793), np.int64(2336), np.int64(501), np.int64(73179), np.int64(10938), np.int64(123427), np.int64(126511), np.int64(100270), np.int64(116087), np.int64(57641), np.int64(93202), np.int64(3643), np.int64(95900), np.int64(35506), np.int64(7875), np.int64(88172), np.int64(55505), np.int64(104610), np.int64(6022), np.int64(106797), np.int64(45453), np.int64(117185), np.int64(114259), np.int64(86429), np.int64(23050), np.int64(97665), np.int64(3995), np.int64(117873), np.int64(94206), np.int64(108132), np.int64(35436), np.int64(37304), np.int64(78964), np.int64(12586), np.int64(31127), np.int64(72412), np.int64(116806), np.int64(106586), np.int64(114314), np.int64(81623), np.int64(103709), np.int64(55495)]",gemma2:9b,100,,
bigraph,"[ 37304  78893  47738  12586  27989  73179  93202  76263   8538    501
 114970  55505  69186 119852  86429  31127  63861  39431   3995 104610
  38851  38586  78964  23606  88412   7875  35506  94206 115945 123427
  23050  73258   9802 103709 106797 101852 117185   1583  77038 123078
  35436  48380 114259   3643  73343   2336  56828 118564  57641  13700
  27708  51958  60758 113298  95900   6022   8931 108132 100208 115511
 100270  57063  15793  81623 117361  45453 104177  92180 116806 117873
  86758  58866  55495  19122  36922  43365  29389  77633  46930  97665
  68030 128612  86307 125338  10938 123767 126511  72412  75229  88172
 124304  84014 115748  58833 106586 114314  70069  70108 116087 105391]","[np.int64(27989), np.int64(69186), np.int64(63861), np.int64(77038), np.int64(73343), np.int64(27708), np.int64(92180), np.int64(29389), np.int64(68030), np.int64(115748), np.int64(70069), np.int64(70108), np.int64(84014), np.int64(75229), np.int64(108132), np.int64(47738), np.int64(31127), np.int64(116087), np.int64(113298), np.int64(115945), np.int64(8931), np.int64(100208), np.int64(48380), np.int64(12586), np.int64(86307), np.int64(55495), np.int64(36922), np.int64(94206), np.int64(10938), np.int64(86758), np.int64(104177), np.int64(73258), np.int64(35506), np.int64(93202), np.int64(1583), np.int64(104610), np.int64(45453), np.int64(3643), np.int64(3995), np.int64(46930), np.int64(19122), np.int64(57641), np.int64(97665), np.int64(37304), np.int64(78893), np.int64(73179), np.int64(76263), np.int64(8538), np.int64(501), np.int64(114970), np.int64(55505), np.int64(119852), np.int64(86429), np.int64(39431), np.int64(38851), np.int64(38586), np.int64(78964), np.int64(23606), np.int64(88412), np.int64(7875), np.int64(123427), np.int64(23050), np.int64(9802), np.int64(103709), np.int64(106797), np.int64(101852), np.int64(117185), np.int64(123078), np.int64(35436), np.int64(114259), np.int64(2336), np.int64(56828), np.int64(118564), np.int64(13700), np.int64(51958), np.int64(60758), np.int64(95900), np.int64(6022), np.int64(115511), np.int64(100270), np.int64(57063), np.int64(15793), np.int64(81623), np.int64(117361), np.int64(116806), np.int64(117873), np.int64(58866), np.int64(43365), np.int64(77633), np.int64(128612), np.int64(125338), np.int64(123767), np.int64(126511), np.int64(72412), np.int64(88172), np.int64(124304), np.int64(58833), np.int64(106586), np.int64(114314), np.int64(105391)]",gemma2:9b,100,,
random,"[ 99447 109532  26949 116857 131787  74967 127495 119130  72693  52138
  19789  22658  33175  83371  73477 114726  38888  66617  77355 123254
   6265  90229   5637 128122 110687  78088 113617  72566 124330  61902
  29049  46204  90727    734  67677  60532 111178   8322  45645  70660
  75447  83289  36058  49553  94449  50317 103537   7560   1477  22805
  91848  82198  54623  29565  33461 114759  67044  93319  41300  66214
  44552  21817  84620  87624 119424 129618  46884  30210  56148  69491
 121722  50442  66792 116863 112181 117518 122750  53106   9585  95116
  35608  50862  38217  32804  23326  79972 123726  28761  36113  45949
 109620 113746  87815  78660 102823  51631  85569  29327 126642 109467]","[ 99447 109532  26949 116857 131787  74967 127495 119130  72693  52138
  19789  22658  33175  83371  73477 114726  38888  66617  77355 123254
   6265  90229   5637 128122 110687  78088 113617  72566 124330  61902
  29049  46204  90727    734  67677  60532 111178   8322  45645  70660
  75447  83289  36058  49553  94449  50317 103537   7560   1477  22805
  91848  82198  54623  29565  33461 114759  67044  93319  41300  66214
  44552  21817  84620  87624 119424 129618  46884  30210  56148  69491
 121722  50442  66792 116863 112181 117518 122750  53106   9585  95116
  35608  50862  38217  32804  23326  79972 123726  28761  36113  45949
 109620 113746  87815  78660 102823  51631  85569  29327 126642 109467]",,100,,
