algorithm,original,reordered,model,size,column,value
bigraph,"[129356 103104 106783  36664   3708  84816  54113     35 123386  42291
  19422  65814 108944  25669  15858  99105  17474 119246 113211 120836
  94400 126206  77091  56237 123030  85539  91772  22180  87574  65684
 124088   1858 116016  82066  32727  28380  91313 115712 127031  69180
  48576   5036 117453  40962  37494 107078  92328  46433 106480 123643
 113294  15179 116782 114383  45418  94934 123520  51100 123346   6084
 114438  91356 124366  44066  72356 127466  64112 102429 112406  23643
  98702  86760  90233  26084  68662   6916  13490  48847  84056 105834
 108803  77007  89178  81159  13816  39904   5614  66929  98912  19042
  82018 101168  43770  84910  65268  11591   5818  49664  15065  62265]","[np.int64(65684), np.int64(43770), np.int64(64112), np.int64(28380), np.int64(66929), np.int64(48576), np.int64(119246), np.int64(116016), np.int64(129356), np.int64(65268), np.int64(40962), np.int64(32727), np.int64(87574), np.int64(69180), np.int64(65814), np.int64(54113), np.int64(102429), np.int64(72356), np.int64(35), np.int64(123643), np.int64(46433), np.int64(98702), np.int64(108803), np.int64(45418), np.int64(13490), np.int64(94400), np.int64(81159), np.int64(127031), np.int64(123346), np.int64(77007), np.int64(91772), np.int64(13816), np.int64(26084), np.int64(108944), np.int64(99105), np.int64(15065), np.int64(6084), np.int64(22180), np.int64(15179), np.int64(113211), np.int64(42291), np.int64(90233), np.int64(124366), np.int64(94934), np.int64(5818), np.int64(91356), np.int64(36664), np.int64(15858), np.int64(25669), np.int64(89178), np.int64(68662), np.int64(114438), np.int64(62265), np.int64(92328), np.int64(114383), np.int64(6916), np.int64(106480), np.int64(103104), np.int64(127466), np.int64(123520), np.int64(115712), np.int64(107078), np.int64(91313), np.int64(126206), np.int64(39904), np.int64(48847), np.int64(51100), np.int64(120836), np.int64(85539), np.int64(77091), np.int64(84816), np.int64(56237), np.int64(3708), np.int64(98912), np.int64(49664), np.int64(23643), np.int64(101168), np.int64(44066), np.int64(19042), np.int64(105834), np.int64(5614), np.int64(116782), np.int64(82018), np.int64(17474), np.int64(112406), np.int64(123386), np.int64(19422), np.int64(37494), np.int64(86760), np.int64(82066), np.int64(117453), np.int64(113294), np.int64(11591), np.int64(84910), np.int64(106783), np.int64(84056), np.int64(5036), np.int64(1858), np.int64(123030), np.int64(124088)]",deepseek-coder-v2:16b,100,,
random,"[ 39263 116923  45427  40923  72618  84997  75044  59272  31460 116330
  38947   5605  78806  68872 118831 120761  82691 112248   6467  57631
  62181  67065  18510 102216  95480  28732  83771  74547 116720  38315
  63744  47538   9633 110366  11010 101041  79594  69898  56432  90613
  77017 120081 124965 124892  20766 128474  16537   4600  87112  11566
 100005  61819 124785  62455 125691  77858  38715  65577  80271 128641
  91636 120339  80363  16358  86924  29504  28180   1395  17649  25873
  87071 118950  40535  41996 106195 124201  66573 128664 131984 110175
  77328  31309  46086  76433  15376  66353 127000 107452  19161  45129
  85345  15083  88750  66301 125748  49769  38520  90410  81199 107321]","[ 39263 116923  45427  40923  72618  84997  75044  59272  31460 116330
  38947   5605  78806  68872 118831 120761  82691 112248   6467  57631
  62181  67065  18510 102216  95480  28732  83771  74547 116720  38315
  63744  47538   9633 110366  11010 101041  79594  69898  56432  90613
  77017 120081 124965 124892  20766 128474  16537   4600  87112  11566
 100005  61819 124785  62455 125691  77858  38715  65577  80271 128641
  91636 120339  80363  16358  86924  29504  28180   1395  17649  25873
  87071 118950  40535  41996 106195 124201  66573 128664 131984 110175
  77328  31309  46086  76433  15376  66353 127000 107452  19161  45129
  85345  15083  88750  66301 125748  49769  38520  90410  81199 107321]",,100,,
opt,"[ 61819 128641  28180  17649  19161  74547  16537  67065 127000 118831
  87112 128474  57631  38520  66301  95480 106195  49769 125691  80271
  87071  47538  18510  38715   5605   6467  66353  62455  77017  84997
  75044 124201 102216 131984 128664  88750   9633 120761  38947  80363
 107452 124892  72618  77858  66573  45129  28732  25873   1395  41996
 101041 120081 125748  40923  15083  40535 116720 110175  15376  31460
  11010 116923   4600  78806 124965  59272  90613  62181  86924  31309
  65577  76433  69898 120339 118950 112248  77328  11566 100005 110366
  39263  68872  46086  38315  83771  29504  45427  63744 107321  81199
  79594  82691  16358 116330 124785  91636  85345  56432  90410  20766]","[np.int64(28180), np.int64(74547), np.int64(67065), np.int64(66301), np.int64(66353), np.int64(72618), np.int64(66573), np.int64(28732), np.int64(25873), np.int64(31460), np.int64(31309), np.int64(65577), np.int64(69898), np.int64(68872), np.int64(29504), np.int64(63744), np.int64(61819), np.int64(128641), np.int64(17649), np.int64(19161), np.int64(16537), np.int64(127000), np.int64(118831), np.int64(87112), np.int64(128474), np.int64(57631), np.int64(38520), np.int64(95480), np.int64(106195), np.int64(49769), np.int64(125691), np.int64(80271), np.int64(87071), np.int64(47538), np.int64(18510), np.int64(38715), np.int64(5605), np.int64(6467), np.int64(62455), np.int64(77017), np.int64(84997), np.int64(75044), np.int64(124201), np.int64(102216), np.int64(131984), np.int64(128664), np.int64(88750), np.int64(9633), np.int64(120761), np.int64(38947), np.int64(80363), np.int64(107452), np.int64(124892), np.int64(77858), np.int64(45129), np.int64(1395), np.int64(41996), np.int64(101041), np.int64(120081), np.int64(125748), np.int64(40923), np.int64(15083), np.int64(40535), np.int64(116720), np.int64(110175), np.int64(15376), np.int64(11010), np.int64(116923), np.int64(4600), np.int64(78806), np.int64(124965), np.int64(59272), np.int64(90613), np.int64(62181), np.int64(86924), np.int64(76433), np.int64(120339), np.int64(118950), np.int64(112248), np.int64(77328), np.int64(11566), np.int64(100005), np.int64(110366), np.int64(39263), np.int64(46086), np.int64(38315), np.int64(83771), np.int64(45427), np.int64(107321), np.int64(81199), np.int64(79594), np.int64(82691), np.int64(16358), np.int64(116330), np.int64(124785), np.int64(91636), np.int64(85345), np.int64(56432), np.int64(90410), np.int64(20766)]",,100,,
warmup,"[128641  78806 120081  75044 112248 102216  39263   6467 106195  61819
   4600  82691 127000 118831  66353  38947  41996  69898 131984  74547
  31309  66301 128664  80271  90613  45427  16358  77328  79594 124785
  87112  77017  49769  63744  84997 125691  15376  62455 110175  16537
  40923 100005 128474 124201  87071  15083 101041  59272 124965  80363
  47538 116720 107452  76433  11566 120761 120339   5605  88750  28180
 125748  46086  72618  62181  38715  29504  66573 124892  20766   9633
  77858 118950  38315  19161  65577   1395  17649  86924  85345  67065
  81199  90410 107321 116330  31460  45129  11010  40535  38520  68872
  57631  91636 116923  56432  28732 110366  25873  18510  83771  95480]","[np.int64(127000), np.int64(118831), np.int64(66353), np.int64(38947), np.int64(124785), np.int64(87112), np.int64(77017), np.int64(63744), np.int64(84997), np.int64(125691), np.int64(80363), np.int64(47538), np.int64(116720), np.int64(72618), np.int64(62181), np.int64(86924), np.int64(85345), np.int64(86924), np.int64(85345), np.int64(45129), np.int64(11010), np.int64(45129), np.int64(40535), np.int64(128641), np.int64(78806), np.int64(120081), np.int64(75044), np.int64(112248), np.int64(102216), np.int64(39263), np.int64(6467), np.int64(106195), np.int64(61819), np.int64(4600), np.int64(82691), np.int64(41996), np.int64(69898), np.int64(131984), np.int64(74547), np.int64(31309), np.int64(66301), np.int64(128664), np.int64(80271), np.int64(90613), np.int64(45427), np.int64(16358), np.int64(77328), np.int64(79594), np.int64(49769), np.int64(15376), np.int64(62455), np.int64(110175), np.int64(16537), np.int64(40923), np.int64(100005), np.int64(128474), np.int64(124201), np.int64(87071), np.int64(15083), np.int64(101041), np.int64(59272), np.int64(124965), np.int64(107452), np.int64(76433), np.int64(11566), np.int64(120761), np.int64(120339), np.int64(5605), np.int64(88750), np.int64(28180), np.int64(125748), np.int64(46086), np.int64(38715), np.int64(29504), np.int64(66573), np.int64(124892), np.int64(20766), np.int64(9633), np.int64(77858), np.int64(118950), np.int64(38315), np.int64(19161), np.int64(65577), np.int64(1395), np.int64(17649), np.int64(67065), np.int64(81199), np.int64(90410), np.int64(107321), np.int64(116330), np.int64(31460), np.int64(38520), np.int64(68872), np.int64(57631), np.int64(91636), np.int64(116923), np.int64(56432), np.int64(28732), np.int64(110366), np.int64(25873)]",deepseek-coder-v2:16b,100,,
bigraph,"[ 91636 112248  85345 118831 124785  72618  67065  16537  88750  38947
 127000  38715 125748  66301  84997  11566  28180 106195  17649 107321
   1395  66353  83771  45427  31460  87071  19161 120339  62455  74547
  82691  16358  57631 131984  69898  80363  25873 118950 116720  41996
  45129 125691  77858 110366  31309 101041  80271  95480  65577  90613
 124201 100005  56432 116330   6467 120081 116923  28732  77017  61819
 128664 102216  59272 128641  79594  62181  40923  38520  46086   4600
  68872  78806 110175 107452  81199  20766  11010  63744  18510 124892
 128474  38315  15376  49769  90410  40535   9633  39263  75044  15083
  66573  77328  86924   5605 120761  76433  47538  87112  29504 124965]","[np.int64(28732), np.int64(41996), np.int64(45129), np.int64(110175), np.int64(69898), np.int64(49769), np.int64(68872), np.int64(66353), np.int64(28180), np.int64(107452), np.int64(19161), np.int64(66301), np.int64(85345), np.int64(107321), np.int64(9633), np.int64(66573), np.int64(59272), np.int64(31460), np.int64(110366), np.int64(120761), np.int64(72618), np.int64(86924), np.int64(95480), np.int64(62181), np.int64(46086), np.int64(87112), np.int64(65577), np.int64(20766), np.int64(125691), np.int64(106195), np.int64(38947), np.int64(90613), np.int64(101041), np.int64(124201), np.int64(29504), np.int64(80271), np.int64(40923), np.int64(38520), np.int64(5605), np.int64(47538), np.int64(100005), np.int64(45427), np.int64(124892), np.int64(116923), np.int64(18510), np.int64(81199), np.int64(63744), np.int64(61819), np.int64(31309), np.int64(128641), np.int64(40535), np.int64(125748), np.int64(11566), np.int64(77017), np.int64(77858), np.int64(75044), np.int64(38715), np.int64(76433), np.int64(84997), np.int64(16358), np.int64(25873), np.int64(57631), np.int64(112248), np.int64(56432), np.int64(87071), np.int64(124965), np.int64(67065), np.int64(11010), np.int64(120339), np.int64(118831), np.int64(4600), np.int64(17649), np.int64(131984), np.int64(62455), np.int64(38315), np.int64(15083), np.int64(78806), np.int64(39263), np.int64(74547), np.int64(91636), np.int64(90410), np.int64(102216), np.int64(88750), np.int64(83771), np.int64(1395), np.int64(16537), np.int64(128474), np.int64(80363), np.int64(120081), np.int64(124785), np.int64(116330), np.int64(128664), np.int64(6467), np.int64(77328), np.int64(79594), np.int64(118950), np.int64(116720), np.int64(15376), np.int64(127000), np.int64(82691)]",deepseek-coder-v2:16b,100,,
random,"[  2653  67856  78962 131925  19032  20383   1692  14849 126752  10883
 113488 126008  30380  12437  90037   7378  29734  14496  17541  85069
  88541  95773 119816  13407 118744  85600 106052  66338  47381   6368
 129610  63452 119520 102207 122257  94459 102407  41279  23166 114381
  86274   3663  22946 117392  39536  70031  52080 101527  82249  54551
 110406  58003  59705  42923 116287  47422  19077  46905  26554  99393
 103562 104372  77335 118822  17283  88212 123602 113268 125553  26780
  98757  46806  74066  10983  82312  90076  36562  88847 112700  96221
 104291  47356   2336  33447  30128  51093 127372  38380  61968 123812
 124980  85266  71402  29469  43895   1158   8462  49641 121187  40340]","[  2653  67856  78962 131925  19032  20383   1692  14849 126752  10883
 113488 126008  30380  12437  90037   7378  29734  14496  17541  85069
  88541  95773 119816  13407 118744  85600 106052  66338  47381   6368
 129610  63452 119520 102207 122257  94459 102407  41279  23166 114381
  86274   3663  22946 117392  39536  70031  52080 101527  82249  54551
 110406  58003  59705  42923 116287  47422  19077  46905  26554  99393
 103562 104372  77335 118822  17283  88212 123602 113268 125553  26780
  98757  46806  74066  10983  82312  90076  36562  88847 112700  96221
 104291  47356   2336  33447  30128  51093 127372  38380  61968 123812
 124980  85266  71402  29469  43895   1158   8462  49641 121187  40340]",,100,,
opt,"[ 12437  58003  33447  70031  85600  46905   6368  13407 121187  10883
 117392 127372  47422 103562  88212  86274  94459  39536  17541  74066
  26554  42923  51093  98757  10983 114381 119520  90037 129610 113268
  67856   8462  99393 102207 116287  85266 104291  26780 112700 126752
  85069  43895 123602  14849  47381 118822  36562 106052  49641  90076
 102407  30380 125553  61968  38380  63452  29469  59705  78962  88541
 110406  22946   1158 113488  19032  66338  14496  54551 122257  82249
  40340  19077   3663 119816  29734  71402   7378  95773  77335 101527
  23166  30128 123812 124980  82312 126008  17283 131925   1692  52080
  46806  41279 104372 118744  47356  96221  20383   2653  88847   2336]","[np.int64(33447), np.int64(70031), np.int64(74066), np.int64(26554), np.int64(67856), np.int64(26780), np.int64(30380), np.int64(29469), np.int64(66338), np.int64(29734), np.int64(71402), np.int64(30128), np.int64(12437), np.int64(58003), np.int64(85600), np.int64(46905), np.int64(6368), np.int64(13407), np.int64(121187), np.int64(10883), np.int64(117392), np.int64(127372), np.int64(47422), np.int64(103562), np.int64(88212), np.int64(86274), np.int64(94459), np.int64(39536), np.int64(17541), np.int64(42923), np.int64(51093), np.int64(98757), np.int64(10983), np.int64(114381), np.int64(119520), np.int64(90037), np.int64(129610), np.int64(113268), np.int64(8462), np.int64(99393), np.int64(102207), np.int64(116287), np.int64(85266), np.int64(104291), np.int64(112700), np.int64(126752), np.int64(85069), np.int64(43895), np.int64(123602), np.int64(14849), np.int64(47381), np.int64(118822), np.int64(36562), np.int64(106052), np.int64(49641), np.int64(90076), np.int64(102407), np.int64(125553), np.int64(61968), np.int64(38380), np.int64(63452), np.int64(59705), np.int64(78962), np.int64(88541), np.int64(110406), np.int64(22946), np.int64(1158), np.int64(113488), np.int64(19032), np.int64(14496), np.int64(54551), np.int64(122257), np.int64(82249), np.int64(40340), np.int64(19077), np.int64(3663), np.int64(119816), np.int64(7378), np.int64(95773), np.int64(77335), np.int64(101527), np.int64(23166), np.int64(123812), np.int64(124980), np.int64(82312), np.int64(126008), np.int64(17283), np.int64(131925), np.int64(1692), np.int64(52080), np.int64(46806), np.int64(41279), np.int64(104372), np.int64(118744), np.int64(47356), np.int64(96221), np.int64(20383), np.int64(2653), np.int64(88847), np.int64(2336)]",,100,,
warmup,"[ 20383 102407 122257 131925 102207 110406  47356  26780  19032  46905
  66338  85266  74066  19077 127372 118822  17541   2653  90076  12437
   1692  94459 114381  59705  88541  95773 125553 121187  36562  49641
  30380  51093   8462  82312  14496 119816   6368 106052 126752  17283
  43895  63452 129610  47422  71402  88847  29734  33447 123602  41279
  30128 117392  90037  88212  70031  98757  85600  61968  82249  58003
 123812 124980 112700   7378  47381  13407  23166  54551  14849 103562
   3663  52080 101527  10983  99393  39536 104372  85069   1158 126008
  77335  86274  40340 104291   2336  22946  10883  42923  78962 116287
 113488 119520  96221  67856 113268 118744  46806  38380  29469  26554]","[np.int64(102407), np.int64(122257), np.int64(131925), np.int64(26780), np.int64(102207), np.int64(110406), np.int64(47356), np.int64(19077), np.int64(127372), np.int64(118822), np.int64(29734), np.int64(33447), np.int64(123602), np.int64(41279), np.int64(30128), np.int64(117392), np.int64(20383), np.int64(19032), np.int64(46905), np.int64(66338), np.int64(85266), np.int64(74066), np.int64(17541), np.int64(2653), np.int64(90076), np.int64(12437), np.int64(1692), np.int64(94459), np.int64(114381), np.int64(59705), np.int64(88541), np.int64(95773), np.int64(125553), np.int64(121187), np.int64(36562), np.int64(49641), np.int64(30380), np.int64(51093), np.int64(8462), np.int64(82312), np.int64(14496), np.int64(119816), np.int64(6368), np.int64(106052), np.int64(126752), np.int64(17283), np.int64(43895), np.int64(63452), np.int64(129610), np.int64(47422), np.int64(71402), np.int64(88847), np.int64(90037), np.int64(88212), np.int64(70031), np.int64(98757), np.int64(85600), np.int64(61968), np.int64(82249), np.int64(58003), np.int64(123812), np.int64(124980), np.int64(112700), np.int64(7378), np.int64(47381), np.int64(13407), np.int64(23166), np.int64(54551), np.int64(14849), np.int64(103562), np.int64(3663), np.int64(52080), np.int64(101527), np.int64(10983), np.int64(99393), np.int64(39536), np.int64(104372), np.int64(85069), np.int64(1158), np.int64(126008), np.int64(77335), np.int64(86274), np.int64(40340), np.int64(104291), np.int64(2336), np.int64(22946), np.int64(10883), np.int64(42923), np.int64(78962), np.int64(116287), np.int64(113488), np.int64(119520), np.int64(96221), np.int64(67856), np.int64(113268), np.int64(118744), np.int64(46806), np.int64(38380), np.int64(29469), np.int64(26554)]",deepseek-coder-v2:16b,100,,
bigraph,"[127372 104372  71402  33447  46905  30128  19077  99393  96221  78962
  88212 129610  14496  26780  47356  43895 103562 112700  95773  52080
 116287 126008  47422 113268  82249  70031  98757 131925   3663  20383
 102407  10883  54551   8462  29469 113488  29734  23166  63452  38380
  14849  82312 121187  88541  46806  86274  22946   2653  39536 122257
 123812  36562  58003  59705  85600  49641 123602   7378  61968 126752
 119520   1692  42923  13407  66338   6368 104291 119816 101527   1158
  12437  74066 102207  40340  19032 125553  88847 106052  10983 118822
 117392  77335  47381  85069 118744  30380  90037 110406  67856  17283
 124980  90076 114381  94459  41279   2336  26554  51093  17541  85266]","[np.int64(46905), np.int64(42923), np.int64(33447), np.int64(30128), np.int64(29469), np.int64(70031), np.int64(29734), np.int64(106052), np.int64(88847), np.int64(74066), np.int64(67856), np.int64(19032), np.int64(10983), np.int64(85266), np.int64(95773), np.int64(52080), np.int64(103562), np.int64(6368), np.int64(96221), np.int64(118744), np.int64(12437), np.int64(43895), np.int64(23166), np.int64(121187), np.int64(26780), np.int64(116287), np.int64(1692), np.int64(20383), np.int64(51093), np.int64(47356), np.int64(66338), np.int64(10883), np.int64(127372), np.int64(41279), np.int64(47381), np.int64(40340), np.int64(99393), np.int64(86274), np.int64(118822), np.int64(85069), np.int64(2336), np.int64(104372), np.int64(94459), np.int64(101527), np.int64(17541), np.int64(36562), np.int64(71402), np.int64(26554), np.int64(38380), np.int64(3663), np.int64(58003), np.int64(126008), np.int64(1158), np.int64(78962), np.int64(63452), np.int64(19077), np.int64(119816), np.int64(47422), np.int64(113488), np.int64(90076), np.int64(46806), np.int64(30380), np.int64(2653), np.int64(85600), np.int64(54551), np.int64(8462), np.int64(14849), np.int64(82249), np.int64(17283), np.int64(123812), np.int64(90037), np.int64(104291), np.int64(112700), np.int64(102407), np.int64(59705), np.int64(39536), np.int64(129610), np.int64(114381), np.int64(77335), np.int64(102207), np.int64(110406), np.int64(88212), np.int64(13407), np.int64(14496), np.int64(88541), np.int64(61968), np.int64(125553), np.int64(22946), np.int64(113268), np.int64(131925), np.int64(117392), np.int64(124980), np.int64(122257), np.int64(119520), np.int64(126752), np.int64(98757), np.int64(7378), np.int64(49641), np.int64(82312), np.int64(123602)]",deepseek-coder-v2:16b,100,,
random,"[ 15579    444   8866 129116  19916  57991  87834  36867   7436 104509
 131920   4756  64108  96142   1678  21436  72457  92613  27154  26857
 106201  49378  12138  47527  72878  72630  72797 109218  91735  65635
 129904 119969  47703 122884  69931    812  52605   1836  40872  44853
  36082  99884  94543  24974  73095  61313   3695  63234  30386 129334
 114746  54009 105484  22136 111491  24663  94522  48676  54804  18887
  36964 101172  97676   9663 109312 116106 122815  98310  68358  75426
 118405  43081  98106 126827 113428  52810 100925  95072  11352  30814
  42507  46935  75885 121295  24276   3915  97528  91757 127346  45894
  73383  83435  78650  75397  68519   2422  71323  32305 118566 122212]","[ 15579    444   8866 129116  19916  57991  87834  36867   7436 104509
 131920   4756  64108  96142   1678  21436  72457  92613  27154  26857
 106201  49378  12138  47527  72878  72630  72797 109218  91735  65635
 129904 119969  47703 122884  69931    812  52605   1836  40872  44853
  36082  99884  94543  24974  73095  61313   3695  63234  30386 129334
 114746  54009 105484  22136 111491  24663  94522  48676  54804  18887
  36964 101172  97676   9663 109312 116106 122815  98310  68358  75426
 118405  43081  98106 126827 113428  52810 100925  95072  11352  30814
  42507  46935  75885 121295  24276   3915  97528  91757 127346  45894
  73383  83435  78650  75397  68519   2422  71323  32305 118566 122212]",,100,,
opt,"[ 30814  71323   2422  46935    444   4756  24663  72457 113428  68358
 109312  27154 131920    812 118405  92613  73383  19916  30386  96142
  47703  11352  75397 122884   1678  57991  97528   1836  65635  99884
   8866 101172 104509  72878  73095  48676 122212   3915 114746  98310
  69931  18887  52605   9663  91757  36867  43081  21436  24276  97676
 121295  64108 116106  22136 129116  68519  40872  72797 127346 109218
  45894 129334  87834  72630  78650  75426  44853  42507  15579  12138
  54804  54009   3695  63234   7436  91735  47527 122815 100925 106201
  52810  94543  36082 119969  49378  36964  32305  75885 129904 126827
 105484 118566  26857  24974 111491  83435  95072  94522  98106  61313]","[np.int64(30814), np.int64(71323), np.int64(24663), np.int64(72457), np.int64(68358), np.int64(27154), np.int64(73383), np.int64(30386), np.int64(65635), np.int64(72878), np.int64(73095), np.int64(69931), np.int64(24276), np.int64(64108), np.int64(68519), np.int64(72797), np.int64(72630), np.int64(32305), np.int64(26857), np.int64(24974), np.int64(2422), np.int64(46935), np.int64(444), np.int64(4756), np.int64(113428), np.int64(109312), np.int64(131920), np.int64(812), np.int64(118405), np.int64(92613), np.int64(19916), np.int64(96142), np.int64(47703), np.int64(11352), np.int64(75397), np.int64(122884), np.int64(1678), np.int64(57991), np.int64(97528), np.int64(1836), np.int64(99884), np.int64(8866), np.int64(101172), np.int64(104509), np.int64(48676), np.int64(122212), np.int64(3915), np.int64(114746), np.int64(98310), np.int64(18887), np.int64(52605), np.int64(9663), np.int64(91757), np.int64(36867), np.int64(43081), np.int64(21436), np.int64(97676), np.int64(121295), np.int64(116106), np.int64(22136), np.int64(129116), np.int64(40872), np.int64(127346), np.int64(109218), np.int64(45894), np.int64(129334), np.int64(87834), np.int64(78650), np.int64(75426), np.int64(44853), np.int64(42507), np.int64(15579), np.int64(12138), np.int64(54804), np.int64(54009), np.int64(3695), np.int64(63234), np.int64(7436), np.int64(91735), np.int64(47527), np.int64(122815), np.int64(100925), np.int64(106201), np.int64(52810), np.int64(94543), np.int64(36082), np.int64(119969), np.int64(49378), np.int64(36964), np.int64(75885), np.int64(129904), np.int64(126827), np.int64(105484), np.int64(118566), np.int64(111491), np.int64(83435), np.int64(95072), np.int64(94522), np.int64(98106), np.int64(61313)]",,100,,
warmup,"[  2422  75426  72630  54804 131920  15579  47527  44853  91757  95072
   3915  11352  72878 101172  72797  43081 105484 126827 116106  24974
 129334 127346  57991  63234  98106 129904   3695  24276  36867  92613
  64108  75397  47703 114746  98310  18887  30386  46935  99884   1836
 122815    812 122212  72457 113428   7436  27154  91735  73383  36964
   1678 122884 109312  78650  61313  19916  97676  71323  36082 100925
  30814  26857  48676  24663 109218  73095   4756  49378  69931  68519
 104509 118405  12138  45894  83435  54009  32305   8866  42507  75885
 121295 118566    444 129116  52810 111491  94522  97528  65635  52605
  22136  21436 106201  87834  96142 119969  68358  40872   9663  94543]","[np.int64(15579), np.int64(131920), np.int64(91757), np.int64(24276), np.int64(7436), np.int64(27154), np.int64(36964), np.int64(1678), np.int64(122884), np.int64(71323), np.int64(36082), np.int64(100925), np.int64(26857), np.int64(48676), np.int64(24663), np.int64(45894), np.int64(83435), np.int64(54009), np.int64(12138), np.int64(68358), np.int64(2422), np.int64(75426), np.int64(72630), np.int64(54804), np.int64(47527), np.int64(44853), np.int64(95072), np.int64(3915), np.int64(11352), np.int64(72878), np.int64(101172), np.int64(72797), np.int64(43081), np.int64(105484), np.int64(126827), np.int64(116106), np.int64(24974), np.int64(129334), np.int64(127346), np.int64(57991), np.int64(63234), np.int64(98106), np.int64(129904), np.int64(3695), np.int64(36867), np.int64(92613), np.int64(64108), np.int64(75397), np.int64(47703), np.int64(114746), np.int64(98310), np.int64(18887), np.int64(30386), np.int64(46935), np.int64(99884), np.int64(1836), np.int64(122815), np.int64(812), np.int64(122212), np.int64(72457), np.int64(113428), np.int64(91735), np.int64(73383), np.int64(109312), np.int64(78650), np.int64(61313), np.int64(19916), np.int64(97676), np.int64(30814), np.int64(109218), np.int64(73095), np.int64(4756), np.int64(49378), np.int64(69931), np.int64(68519), np.int64(104509), np.int64(118405), np.int64(32305), np.int64(8866), np.int64(42507), np.int64(75885), np.int64(121295), np.int64(118566), np.int64(444), np.int64(129116), np.int64(52810), np.int64(111491), np.int64(94522), np.int64(97528), np.int64(65635), np.int64(52605), np.int64(22136), np.int64(21436), np.int64(106201), np.int64(87834), np.int64(96142), np.int64(119969), np.int64(40872), np.int64(9663), np.int64(94543)]",deepseek-coder-v2:16b,100,,
bigraph,"[ 97528  57991  54804  64108   3915  52810  45894  71323  24974  49378
  12138 122815  32305   2422   7436  40872 111491  26857 100925   1836
 105484  94522  72878  75426  22136  72797 129116  72457  47527 114746
 121295  91757  75397  15579  83435  27154  61313 129904  87834    812
  68519  43081  75885  73383  42507  91735   1678  68358 131920  47703
  44853 113428 116106  69931  98310  73095  46935  48676   3695  95072
  24276 109312   8866  36964  96142 119969 129334  78650 118566  19916
  94543  36082  18887  72630  98106 122212   4756  52605  11352  54009
  30814  63234  36867  92613 122884  24663  97676  30386 104509  65635
 101172  21436   9663 118405 127346 106201  99884 109218    444 126827]","[np.int64(71323), np.int64(64108), np.int64(48676), np.int64(15579), np.int64(63234), np.int64(72630), np.int64(46935), np.int64(24974), np.int64(30814), np.int64(47527), np.int64(47703), np.int64(30386), np.int64(95072), np.int64(42507), np.int64(69931), np.int64(72457), np.int64(113428), np.int64(27154), np.int64(111491), np.int64(116106), np.int64(57991), np.int64(24663), np.int64(109312), np.int64(109218), np.int64(73383), np.int64(96142), np.int64(32305), np.int64(12138), np.int64(65635), np.int64(44853), np.int64(43081), np.int64(24276), np.int64(98106), np.int64(73095), np.int64(21436), np.int64(68358), np.int64(94522), np.int64(3695), np.int64(121295), np.int64(78650), np.int64(54804), np.int64(129904), np.int64(72878), np.int64(75426), np.int64(72797), np.int64(2422), np.int64(40872), np.int64(131920), np.int64(52810), np.int64(61313), np.int64(36867), np.int64(54009), np.int64(94543), np.int64(45894), np.int64(1836), np.int64(26857), np.int64(92613), np.int64(106201), np.int64(127346), np.int64(68519), np.int64(8866), np.int64(91735), np.int64(91757), np.int64(122884), np.int64(3915), np.int64(11352), np.int64(75397), np.int64(36082), np.int64(87834), np.int64(18887), np.int64(99884), np.int64(100925), np.int64(36964), np.int64(52605), np.int64(97528), np.int64(101172), np.int64(118405), np.int64(4756), np.int64(83435), np.int64(75885), np.int64(105484), np.int64(97676), np.int64(444), np.int64(129334), np.int64(1678), np.int64(118566), np.int64(98310), np.int64(9663), np.int64(114746), np.int64(129116), np.int64(812), np.int64(122212), np.int64(104509), np.int64(19916), np.int64(22136), np.int64(49378), np.int64(122815), np.int64(7436), np.int64(119969), np.int64(126827)]",deepseek-coder-v2:16b,100,,
random,"[ 23884  40039 101596  12367  22386 118029  87882  97058  81492  63394
  96154  75945  72968  53762  76624 128066  97965  99249   5138 105136
  96293  19336  10253 115636  75777 113095  52283  78915  76514  22295
 124188 131224 126683 101514  95359  83834   6637  98730  68643  57898
    806  82437  30378  99954  16949  52666 102098  80319  28359  41545
  13174  25768  31915 101538  50735   7786  33115    869  20161  13340
  95619  73471  21625  67947  15501  44439  46943  80218 101273  29703
  97587  42643  48881  19833  58586  49303  46850 125623  33983  84847
 111734  54277   2482  11316  90311  17258  92717  22031  93867  21293
  87616  29238  25270  51683  29095  51077  77253  66974  91688  12299]","[ 23884  40039 101596  12367  22386 118029  87882  97058  81492  63394
  96154  75945  72968  53762  76624 128066  97965  99249   5138 105136
  96293  19336  10253 115636  75777 113095  52283  78915  76514  22295
 124188 131224 126683 101514  95359  83834   6637  98730  68643  57898
    806  82437  30378  99954  16949  52666 102098  80319  28359  41545
  13174  25768  31915 101538  50735   7786  33115    869  20161  13340
  95619  73471  21625  67947  15501  44439  46943  80218 101273  29703
  97587  42643  48881  19833  58586  49303  46850 125623  33983  84847
 111734  54277   2482  11316  90311  17258  92717  22031  93867  21293
  87616  29238  25270  51683  29095  51077  77253  66974  91688  12299]",,100,,
