algorithm,original,reordered,model,size,column,value
bigraph,"[ 65881  72251  70443  71034  76489  85481  32491 112110  43409  12242
  34273  17702   2666  52704  44259   6147  62922 104661  72273  25371
 120212  53586  49587  56629 126103  79291  12974  62444  29758 102225
   5920  47712  88105  15384  85922  69286  35400 108112  26118   9439
 125649  88329 100562  47874  88045  14162    392  40050 121043   8038
 100079 121858  29480 110519  97566  55590  99871 115663  64352 123107
  69987  69178  34531  95841  22618  24126  17066  77217 110286  10223
  35859  99887 122511 102683  16859  44663  38814  94224  37118 117669
 124559  55146  94910 118679  74276 120156  51229  91491  68775  63982
  91225  62650 109858  37212  26996  61037  43118  91901  64719  56503]","[np.int64(64719), np.int64(63982), np.int64(69987), np.int64(29480), np.int64(102225), np.int64(64352), np.int64(74276), np.int64(79291), np.int64(72273), np.int64(44259), np.int64(99871), np.int64(16859), np.int64(112110), np.int64(120212), np.int64(24126), np.int64(108112), np.int64(29758), np.int64(26996), np.int64(117669), np.int64(69286), np.int64(44663), np.int64(94910), np.int64(94224), np.int64(51229), np.int64(110519), np.int64(65881), np.int64(32491), np.int64(49587), np.int64(5920), np.int64(97566), np.int64(68775), np.int64(26118), np.int64(10223), np.int64(88105), np.int64(55590), np.int64(52704), np.int64(69178), np.int64(62922), np.int64(17702), np.int64(126103), np.int64(38814), np.int64(118679), np.int64(109858), np.int64(14162), np.int64(121043), np.int64(25371), np.int64(91491), np.int64(91225), np.int64(99887), np.int64(17066), np.int64(37118), np.int64(392), np.int64(122511), np.int64(70443), np.int64(110286), np.int64(100562), np.int64(9439), np.int64(53586), np.int64(6147), np.int64(125649), np.int64(43118), np.int64(85481), np.int64(100079), np.int64(62444), np.int64(72251), np.int64(71034), np.int64(76489), np.int64(43409), np.int64(12242), np.int64(34273), np.int64(2666), np.int64(104661), np.int64(56629), np.int64(12974), np.int64(47712), np.int64(15384), np.int64(85922), np.int64(35400), np.int64(88329), np.int64(47874), np.int64(88045), np.int64(40050), np.int64(8038), np.int64(121858), np.int64(115663), np.int64(123107), np.int64(34531), np.int64(95841), np.int64(22618), np.int64(77217), np.int64(35859), np.int64(102683), np.int64(124559), np.int64(55146), np.int64(120156), np.int64(62650), np.int64(37212), np.int64(61037), np.int64(91901), np.int64(56503)]",mistral:7b,100,,
random,"[ 29128  84114  30299  46091 102106  42352  85672  68279 115765  87010
 124623  13663  26042  71956   7559  18158  42277 119518  80251  13218
 103019 108200 118152 129672  83321 119283  34831  23047  24282  97583
  15572  34602   7792 122169  22895  62815 101487  89332  84289 114395
  57539  92299  47777  78433  59526  20552 117209  19049   7439  46479
  35249  10679  70294    464  32075  34983  20782 115055 127080 124330
  60724  93221   2659    558 124740  40051  44956  94020  24104 120325
 131041  78759 103825 100753  76162  93009  42157 110949  14011  36535
  58653 112777  26789  30863  68208  58426 126386  10393 121530  51010
  74055 116237  31444 122004  21313 112849 123979  88675   7655 129230]","[ 29128  84114  30299  46091 102106  42352  85672  68279 115765  87010
 124623  13663  26042  71956   7559  18158  42277 119518  80251  13218
 103019 108200 118152 129672  83321 119283  34831  23047  24282  97583
  15572  34602   7792 122169  22895  62815 101487  89332  84289 114395
  57539  92299  47777  78433  59526  20552 117209  19049   7439  46479
  35249  10679  70294    464  32075  34983  20782 115055 127080 124330
  60724  93221   2659    558 124740  40051  44956  94020  24104 120325
 131041  78759 103825 100753  76162  93009  42157 110949  14011  36535
  58653 112777  26789  30863  68208  58426 126386  10393 121530  51010
  74055 116237  31444 122004  21313 112849 123979  88675   7655 129230]",,100,,
opt,"[127080  31444  70294  24104  84289  57539  26042 118152  36535 100753
  78433  93009 123979  30299    464 124330 122004  47777  87010    558
   7439  89332 131041 129230  84114  46479  34831  42277 115055  71956
 101487  76162  85672   7559  23047 112849 120325  59526 112777   7655
  93221  42157  34602  74055  34983 114395  26789  88675  40051  18158
  24282   7792  13218  60724 110949 129672 119283 126386  13663 124740
 121530  68208 122169  30863  29128  42352 119518  92299 124623  14011
 103825  10679  22895  68279   2659  58426  94020  97583  32075  10393
 115765  20552 116237 103019  80251  46091 102106  35249  78759  19049
  21313  83321  44956 117209  62815  58653  20782 108200  51010  15572]","[np.int64(31444), np.int64(70294), np.int64(24104), np.int64(26042), np.int64(30299), np.int64(71956), np.int64(34602), np.int64(74055), np.int64(26789), np.int64(24282), np.int64(68208), np.int64(30863), np.int64(29128), np.int64(68279), np.int64(32075), np.int64(127080), np.int64(84289), np.int64(57539), np.int64(118152), np.int64(36535), np.int64(100753), np.int64(78433), np.int64(93009), np.int64(123979), np.int64(464), np.int64(124330), np.int64(122004), np.int64(47777), np.int64(87010), np.int64(558), np.int64(7439), np.int64(89332), np.int64(131041), np.int64(129230), np.int64(84114), np.int64(46479), np.int64(34831), np.int64(42277), np.int64(115055), np.int64(101487), np.int64(76162), np.int64(85672), np.int64(7559), np.int64(23047), np.int64(112849), np.int64(120325), np.int64(59526), np.int64(112777), np.int64(7655), np.int64(93221), np.int64(42157), np.int64(34983), np.int64(114395), np.int64(88675), np.int64(40051), np.int64(18158), np.int64(7792), np.int64(13218), np.int64(60724), np.int64(110949), np.int64(129672), np.int64(119283), np.int64(126386), np.int64(13663), np.int64(124740), np.int64(121530), np.int64(122169), np.int64(42352), np.int64(119518), np.int64(92299), np.int64(124623), np.int64(14011), np.int64(103825), np.int64(10679), np.int64(22895), np.int64(2659), np.int64(58426), np.int64(94020), np.int64(97583), np.int64(10393), np.int64(115765), np.int64(20552), np.int64(116237), np.int64(103019), np.int64(80251), np.int64(46091), np.int64(102106), np.int64(35249), np.int64(78759), np.int64(19049), np.int64(21313), np.int64(83321), np.int64(44956), np.int64(117209), np.int64(62815), np.int64(58653), np.int64(20782), np.int64(108200), np.int64(51010), np.int64(15572)]",,100,,
warmup,"[ 84289 115055  58653  34983  29128 114395  87010  35249 119518  83321
 103825  58426   7655  84114  94020  31444 118152 129672  89332  10393
  34831  46091  15572  40051 122004 116237  13218  24282   7792  51010
 110949  71956  78433  76162  23047  85672 108200  47777  62815 124623
    464 102106  59526 121530  19049  42157   7439  30299   7559  20552
  68279  60724 100753  78759  44956  36535  70294  74055  14011  93221
 126386  18158  88675 129230  92299  34602 127080 122169  80251 112777
  57539  10679    558  22895 120325  24104  93009 115765  13663  46479
  32075 124330  68208 124740  97583 103019  42352 117209 119283  20782
  42277  21313   2659 112849  30863  26789 131041 101487  26042 123979]","[np.int64(19049), np.int64(42157), np.int64(7439), np.int64(30299), np.int64(68279), np.int64(60724), np.int64(70294), np.int64(24104), np.int64(68208), np.int64(84289), np.int64(115055), np.int64(58653), np.int64(34983), np.int64(29128), np.int64(114395), np.int64(87010), np.int64(35249), np.int64(119518), np.int64(83321), np.int64(103825), np.int64(58426), np.int64(7655), np.int64(84114), np.int64(94020), np.int64(31444), np.int64(118152), np.int64(129672), np.int64(89332), np.int64(10393), np.int64(34831), np.int64(46091), np.int64(15572), np.int64(40051), np.int64(122004), np.int64(116237), np.int64(13218), np.int64(24282), np.int64(7792), np.int64(51010), np.int64(110949), np.int64(71956), np.int64(78433), np.int64(76162), np.int64(23047), np.int64(85672), np.int64(108200), np.int64(47777), np.int64(62815), np.int64(124623), np.int64(464), np.int64(102106), np.int64(59526), np.int64(121530), np.int64(7559), np.int64(20552), np.int64(100753), np.int64(78759), np.int64(44956), np.int64(36535), np.int64(74055), np.int64(14011), np.int64(93221), np.int64(126386), np.int64(18158), np.int64(88675), np.int64(129230), np.int64(92299), np.int64(34602), np.int64(127080), np.int64(122169), np.int64(80251), np.int64(112777), np.int64(57539), np.int64(10679), np.int64(558), np.int64(22895), np.int64(120325), np.int64(93009), np.int64(115765), np.int64(13663), np.int64(46479), np.int64(32075), np.int64(124330), np.int64(124740), np.int64(97583), np.int64(103019), np.int64(42352), np.int64(117209), np.int64(119283), np.int64(20782), np.int64(42277), np.int64(21313), np.int64(2659), np.int64(112849), np.int64(30863), np.int64(26789), np.int64(131041), np.int64(101487), np.int64(26042), np.int64(123979)]",mistral:7b,100,,
bigraph,"[ 23047   7792  34983 122004  78433 114395  83321  87010  59526 119518
 103019  22895 112849   7439  30299  34831 102106  42157 123979  30863
  80251 129230  92299  31444 122169  74055  89332 131041  44956  94020
  60724  19049  47777 124623  32075    558  35249  34602 121530 124330
 119283 118152  18158  20552  40051  68279  42277  21313 129672  78759
  70294 117209  29128  15572 124740  58653  71956  26042  36535  46091
  42352  13663  10679    464   7655  84114   2659  13218  10393  24282
 112777   7559  84289  14011  93009 116237  46479 100753 126386  26789
 127080 101487 115765  62815  24104  58426  93221  97583 103825  68208
 115055 108200  57539  88675 110949  51010  20782 120325  85672  76162]","[np.int64(26042), np.int64(71956), np.int64(30863), np.int64(103019), np.int64(126386), np.int64(92299), np.int64(94020), np.int64(21313), np.int64(51010), np.int64(20782), np.int64(114395), np.int64(15572), np.int64(87010), np.int64(26789), np.int64(14011), np.int64(68279), np.int64(58426), np.int64(93221), np.int64(10679), np.int64(19049), np.int64(24104), np.int64(20552), np.int64(29128), np.int64(70294), np.int64(121530), np.int64(84114), np.int64(93009), np.int64(89332), np.int64(68208), np.int64(101487), np.int64(103825), np.int64(36535), np.int64(558), np.int64(44956), np.int64(7439), np.int64(2659), np.int64(13663), np.int64(24282), np.int64(78433), np.int64(57539), np.int64(10393), np.int64(129230), np.int64(40051), np.int64(110949), np.int64(108200), np.int64(58653), np.int64(119283), np.int64(42157), np.int64(34983), np.int64(23047), np.int64(7792), np.int64(122004), np.int64(83321), np.int64(59526), np.int64(119518), np.int64(22895), np.int64(112849), np.int64(30299), np.int64(34831), np.int64(102106), np.int64(123979), np.int64(80251), np.int64(31444), np.int64(122169), np.int64(74055), np.int64(131041), np.int64(60724), np.int64(47777), np.int64(124623), np.int64(32075), np.int64(35249), np.int64(34602), np.int64(124330), np.int64(118152), np.int64(18158), np.int64(42277), np.int64(129672), np.int64(78759), np.int64(117209), np.int64(124740), np.int64(46091), np.int64(42352), np.int64(464), np.int64(7655), np.int64(13218), np.int64(112777), np.int64(7559), np.int64(84289), np.int64(116237), np.int64(46479), np.int64(100753), np.int64(127080), np.int64(115765), np.int64(62815), np.int64(97583), np.int64(115055), np.int64(88675), np.int64(120325), np.int64(85672), np.int64(76162)]",mistral:7b,100,,
random,"[ 20632  66139  97306 106060 118480  15361  43248  84392  95887  99890
  42222 117363 122837 132148 123957  66867 129941  42942  18089  53369
  66809  67548   1815  51103 107599 116807  82938  25462 116995  84918
  25538 128376 115674  99757  78427 104653 115760 100593 103082  37570
  71096  31118  31304  98964  76988  95988 101887  98909  30174  38953
 112318  66901   1312  26369 113407  80321 116224  50714  40909  40356
    687  86489  35577  48362 122623   8787 101472 106081  47952  39403
 125739  68240 130125  12260 125180  34516  74677  91391   7218  12910
 117390  19421  54012  68795   8883  39653 131093  51180  76821  11308
 118092  58056  58972  39325 125492  68139  35959  15681 122746  34671]","[ 20632  66139  97306 106060 118480  15361  43248  84392  95887  99890
  42222 117363 122837 132148 123957  66867 129941  42942  18089  53369
  66809  67548   1815  51103 107599 116807  82938  25462 116995  84918
  25538 128376 115674  99757  78427 104653 115760 100593 103082  37570
  71096  31118  31304  98964  76988  95988 101887  98909  30174  38953
 112318  66901   1312  26369 113407  80321 116224  50714  40909  40356
    687  86489  35577  48362 122623   8787 101472 106081  47952  39403
 125739  68240 130125  12260 125180  34516  74677  91391   7218  12910
 117390  19421  54012  68795   8883  39653 131093  51180  76821  11308
 118092  58056  58972  39325 125492  68139  35959  15681 122746  34671]",,100,,
opt,"[125492  74677  18089 122837  37570  38953  39325  50714  15361  68139
 129941 123957  66809 122746  99890  78427 113407  12910  20632   7218
  66139 101887 125739  84918 101472  80321 116224  12260 115760  66901
    687  68795  19421 122623  42942  51103  34516 103082 130125 106081
  35577 131093  97306 118480  99757 104653  58056  54012  66867 118092
  82938   8883  25462   1815 107599  47952  58972  42222  71096  84392
  34671  31118 112318   1312  95887 128376  35959  26369   8787  51180
  68240  53369 115674 117363 100593  40356  39653  86489 116807  40909
  98909  25538 117390  95988  67548  98964  48362 106060  43248  15681
  91391  11308  39403  31304  76988 132148  30174  76821 116995 125180]","[np.int64(74677), np.int64(68139), np.int64(66809), np.int64(66139), np.int64(66901), np.int64(68795), np.int64(34516), np.int64(66867), np.int64(25462), np.int64(71096), np.int64(31118), np.int64(26369), np.int64(68240), np.int64(25538), np.int64(67548), np.int64(31304), np.int64(30174), np.int64(125492), np.int64(18089), np.int64(122837), np.int64(37570), np.int64(38953), np.int64(39325), np.int64(50714), np.int64(15361), np.int64(129941), np.int64(123957), np.int64(122746), np.int64(99890), np.int64(78427), np.int64(113407), np.int64(12910), np.int64(20632), np.int64(7218), np.int64(101887), np.int64(125739), np.int64(84918), np.int64(101472), np.int64(80321), np.int64(116224), np.int64(12260), np.int64(115760), np.int64(687), np.int64(19421), np.int64(122623), np.int64(42942), np.int64(51103), np.int64(103082), np.int64(130125), np.int64(106081), np.int64(35577), np.int64(131093), np.int64(97306), np.int64(118480), np.int64(99757), np.int64(104653), np.int64(58056), np.int64(54012), np.int64(118092), np.int64(82938), np.int64(8883), np.int64(1815), np.int64(107599), np.int64(47952), np.int64(58972), np.int64(42222), np.int64(84392), np.int64(34671), np.int64(112318), np.int64(1312), np.int64(95887), np.int64(128376), np.int64(35959), np.int64(8787), np.int64(51180), np.int64(53369), np.int64(115674), np.int64(117363), np.int64(100593), np.int64(40356), np.int64(39653), np.int64(86489), np.int64(116807), np.int64(40909), np.int64(98909), np.int64(117390), np.int64(95988), np.int64(98964), np.int64(48362), np.int64(106060), np.int64(43248), np.int64(15681), np.int64(91391), np.int64(11308), np.int64(39403), np.int64(76988), np.int64(132148), np.int64(76821), np.int64(116995), np.int64(125180)]",,100,,
warmup,"[ 58056   1312 131093 104653  86489  67548  84918 113407  34516  51180
 118092  74677  68139 118480  91391  35577  97306  51103  39325  98964
  26369 101887  30174 115760   8787  58972  15681 122746  40356    687
   8883  11308  31304  20632  68795  68240 132148  25538  37570  99890
  19421 128376  95988 101472  47952  15361 107599  80321  71096 122623
  99757 123957  34671  54012 117363 106060 117390 122837  35959 103082
  66901  25462  39403  76988 100593  95887  84392 115674  78427   1815
 106081  42942  66867  40909  12260  38953  66809  66139 129941  31118
 125739 116224 125180   7218  43248  50714 116995  98909  82938  53369
  42222 125492 116807 130125  76821 112318  12910  48362  18089  39653]","[np.int64(67548), np.int64(68139), np.int64(97306), np.int64(51103), np.int64(39325), np.int64(98964), np.int64(26369), np.int64(101887), np.int64(30174), np.int64(20632), np.int64(68795), np.int64(68240), np.int64(66901), np.int64(25462), np.int64(66867), np.int64(66809), np.int64(66139), np.int64(58056), np.int64(1312), np.int64(131093), np.int64(104653), np.int64(86489), np.int64(84918), np.int64(113407), np.int64(34516), np.int64(51180), np.int64(118092), np.int64(74677), np.int64(118480), np.int64(91391), np.int64(35577), np.int64(115760), np.int64(8787), np.int64(58972), np.int64(15681), np.int64(122746), np.int64(40356), np.int64(687), np.int64(8883), np.int64(11308), np.int64(31304), np.int64(132148), np.int64(25538), np.int64(37570), np.int64(99890), np.int64(19421), np.int64(128376), np.int64(95988), np.int64(101472), np.int64(47952), np.int64(15361), np.int64(107599), np.int64(80321), np.int64(71096), np.int64(122623), np.int64(99757), np.int64(123957), np.int64(34671), np.int64(54012), np.int64(117363), np.int64(106060), np.int64(117390), np.int64(122837), np.int64(35959), np.int64(103082), np.int64(39403), np.int64(76988), np.int64(100593), np.int64(95887), np.int64(84392), np.int64(115674), np.int64(78427), np.int64(1815), np.int64(106081), np.int64(42942), np.int64(40909), np.int64(12260), np.int64(38953), np.int64(129941), np.int64(31118), np.int64(125739), np.int64(116224), np.int64(125180), np.int64(7218), np.int64(43248), np.int64(50714), np.int64(116995), np.int64(98909), np.int64(82938), np.int64(53369), np.int64(42222), np.int64(125492), np.int64(116807), np.int64(130125), np.int64(76821), np.int64(112318), np.int64(12910), np.int64(48362), np.int64(18089), np.int64(39653)]",mistral:7b,100,,
bigraph,"[131093  50714  15361 128376 122837  76988  67548  11308 101887  86489
 101472 117363 123957 122746  68795  38953  35577 115760  82938  39653
  54012 112318  35959  47952  51180 103082  68139  53369  58972  40909
   1815  98909  71096  98964  15681  76821 125492 115674 132148 129941
  58056  95988 116807  51103  39325  78427 116995 117390 106060   7218
  31304  43248  68240    687 130125 118480  19421   8883  30174  99890
  42942  20632  80321  48362  34671 116224  97306  42222 125739  40356
   8787 125180 113407  26369  31118  34516 106081  37570  25538  84918
  39403  66809  99757 100593 104653 107599  66867   1312  12910  25462
  66901  18089 122623  84392  95887  12260  91391  66139  74677 118092]","[np.int64(40909), np.int64(25462), np.int64(123957), np.int64(66809), np.int64(50714), np.int64(95988), np.int64(31304), np.int64(26369), np.int64(42942), np.int64(31118), np.int64(34516), np.int64(122837), np.int64(116995), np.int64(99890), np.int64(131093), np.int64(115760), np.int64(99757), np.int64(8787), np.int64(34671), np.int64(117363), np.int64(82938), np.int64(76821), np.int64(130125), np.int64(35577), np.int64(68240), np.int64(37570), np.int64(128376), np.int64(117390), np.int64(68139), np.int64(125492), np.int64(104653), np.int64(125739), np.int64(7218), np.int64(66139), np.int64(1312), np.int64(66867), np.int64(76988), np.int64(687), np.int64(8883), np.int64(30174), np.int64(58056), np.int64(68795), np.int64(25538), np.int64(20632), np.int64(43248), np.int64(112318), np.int64(118480), np.int64(71096), np.int64(39403), np.int64(12260), np.int64(11308), np.int64(67548), np.int64(91391), np.int64(107599), np.int64(101472), np.int64(129941), np.int64(51180), np.int64(84918), np.int64(78427), np.int64(95887), np.int64(15681), np.int64(38953), np.int64(106081), np.int64(98964), np.int64(15361), np.int64(122623), np.int64(35959), np.int64(58972), np.int64(100593), np.int64(86489), np.int64(118092), np.int64(101887), np.int64(122746), np.int64(39653), np.int64(54012), np.int64(47952), np.int64(103082), np.int64(53369), np.int64(1815), np.int64(98909), np.int64(115674), np.int64(132148), np.int64(116807), np.int64(51103), np.int64(39325), np.int64(106060), np.int64(19421), np.int64(80321), np.int64(48362), np.int64(116224), np.int64(97306), np.int64(42222), np.int64(40356), np.int64(125180), np.int64(113407), np.int64(12910), np.int64(66901), np.int64(18089), np.int64(84392), np.int64(74677)]",mistral:7b,100,,
random,"[   543  48406 110279  87888  68966  57497 121458 130322  92195  97935
  48889  24880  50280 107131  42781 125416   2900  48447  67346    702
 126930  35972  71124  32421  90214  89274  45191  22783  37659  58829
  11581  36183  52680 127544  84949  50339 101276  16316 105857    480
  45463  84629 113743 108123  93486 102049  78314  83750   2547  49485
  84002  86105   7713  81209    466 102853   1985   6847  86189   7329
  96727 130921  49015 104906 113467  35485   8171  51583 127794  88831
  65914 110765  19592 103180 119113  38170 127286  12738  34792  40714
   4158 103822  85878  88847 132160   6403  53277  44158 112316 125465
  57759  20101  71178  55669  48330 107615  61265  12584  70668 120840]","[   543  48406 110279  87888  68966  57497 121458 130322  92195  97935
  48889  24880  50280 107131  42781 125416   2900  48447  67346    702
 126930  35972  71124  32421  90214  89274  45191  22783  37659  58829
  11581  36183  52680 127544  84949  50339 101276  16316 105857    480
  45463  84629 113743 108123  93486 102049  78314  83750   2547  49485
  84002  86105   7713  81209    466 102853   1985   6847  86189   7329
  96727 130921  49015 104906 113467  35485   8171  51583 127794  88831
  65914 110765  19592 103180 119113  38170 127286  12738  34792  40714
   4158 103822  85878  88847 132160   6403  53277  44158 112316 125465
  57759  20101  71178  55669  48330 107615  61265  12584  70668 120840]",,100,,
opt,"[ 70668    543 103822    466 110765  22783 112316 130921  32421  53277
  84949  11581  96727   7329  20101  61265  24880  45463 103180  85878
   6403  55669  37659  88847  38170  48889  35485  58829 102049 107615
  45191  81209  52680  12584  87888 119113 113467  36183   2900  49485
  78314  51583  92195  48406  93486  48447 101276  84629   1985  50339
 120840  34792  83750  57497  90214 121458  65914 108123  71178   4158
  89274  68966 113743 107131  44158  97935 125416 130322  86189   7713
 126930  42781   8171  50280  84002   2547  19592 102853   6847 132160
  88831    702  71124  16316  35972  40714 125465 127544  48330    480
  57759 104906  49015  12738  86105 105857  67346 127286 110279 127794]","[np.int64(32421), np.int64(24880), np.int64(65914), np.int64(71178), np.int64(68966), np.int64(71124), np.int64(67346), np.int64(70668), np.int64(543), np.int64(103822), np.int64(466), np.int64(110765), np.int64(22783), np.int64(112316), np.int64(130921), np.int64(53277), np.int64(84949), np.int64(11581), np.int64(96727), np.int64(7329), np.int64(20101), np.int64(61265), np.int64(45463), np.int64(103180), np.int64(85878), np.int64(6403), np.int64(55669), np.int64(37659), np.int64(88847), np.int64(38170), np.int64(48889), np.int64(35485), np.int64(58829), np.int64(102049), np.int64(107615), np.int64(45191), np.int64(81209), np.int64(52680), np.int64(12584), np.int64(87888), np.int64(119113), np.int64(113467), np.int64(36183), np.int64(2900), np.int64(49485), np.int64(78314), np.int64(51583), np.int64(92195), np.int64(48406), np.int64(93486), np.int64(48447), np.int64(101276), np.int64(84629), np.int64(1985), np.int64(50339), np.int64(120840), np.int64(34792), np.int64(83750), np.int64(57497), np.int64(90214), np.int64(121458), np.int64(108123), np.int64(4158), np.int64(89274), np.int64(113743), np.int64(107131), np.int64(44158), np.int64(97935), np.int64(125416), np.int64(130322), np.int64(86189), np.int64(7713), np.int64(126930), np.int64(42781), np.int64(8171), np.int64(50280), np.int64(84002), np.int64(2547), np.int64(19592), np.int64(102853), np.int64(6847), np.int64(132160), np.int64(88831), np.int64(702), np.int64(16316), np.int64(35972), np.int64(40714), np.int64(125465), np.int64(127544), np.int64(48330), np.int64(480), np.int64(57759), np.int64(104906), np.int64(49015), np.int64(12738), np.int64(86105), np.int64(105857), np.int64(127286), np.int64(110279), np.int64(127794)]",,100,,
warmup,"[105857  49485 110765   8171    543 120840  86105 130921  32421  35972
  19592   1985  96727  84002 127544  38170 112316 103822 132160  78314
 103180  55669  65914   2900 108123  12584  22783  88831 126930  45463
    480  16316  97935  67346  48889 125416   7713  85878  61265 125465
    702 102853   2547 107131 113743 130322 104906 110279  35485  49015
  81209   4158  84949  88847  45191  52680  51583  36183  70668  20101
  40714 127794 101276  37659 127286  42781  50339  57497   6403  57759
  92195  48406  71178  44158 102049  93486  48330  24880  87888   6847
  89274  58829  50280  12738  86189    466   7329 113467 119113 107615
  34792  53277  48447  11581  83750  90214  68966  71124  84629 121458]","[np.int64(108123), np.int64(12584), np.int64(22783), np.int64(88831), np.int64(68966), np.int64(105857), np.int64(49485), np.int64(110765), np.int64(8171), np.int64(543), np.int64(120840), np.int64(86105), np.int64(130921), np.int64(32421), np.int64(35972), np.int64(19592), np.int64(1985), np.int64(96727), np.int64(84002), np.int64(127544), np.int64(38170), np.int64(112316), np.int64(103822), np.int64(132160), np.int64(78314), np.int64(103180), np.int64(55669), np.int64(65914), np.int64(2900), np.int64(126930), np.int64(45463), np.int64(480), np.int64(16316), np.int64(97935), np.int64(67346), np.int64(48889), np.int64(125416), np.int64(7713), np.int64(85878), np.int64(61265), np.int64(125465), np.int64(702), np.int64(102853), np.int64(2547), np.int64(107131), np.int64(113743), np.int64(130322), np.int64(104906), np.int64(110279), np.int64(35485), np.int64(49015), np.int64(81209), np.int64(4158), np.int64(84949), np.int64(88847), np.int64(45191), np.int64(52680), np.int64(51583), np.int64(36183), np.int64(70668), np.int64(20101), np.int64(40714), np.int64(127794), np.int64(101276), np.int64(37659), np.int64(127286), np.int64(42781), np.int64(50339), np.int64(57497), np.int64(6403), np.int64(57759), np.int64(92195), np.int64(48406), np.int64(71178), np.int64(44158), np.int64(102049), np.int64(93486), np.int64(48330), np.int64(24880), np.int64(87888), np.int64(6847), np.int64(89274), np.int64(58829), np.int64(50280), np.int64(12738), np.int64(86189), np.int64(466), np.int64(7329), np.int64(113467), np.int64(119113), np.int64(107615), np.int64(34792), np.int64(53277), np.int64(48447), np.int64(11581), np.int64(83750), np.int64(90214), np.int64(71124), np.int64(84629), np.int64(121458)]",mistral:7b,100,,
bigraph,"[ 84629   8171  48406    543 110765  49485  84949  90214  38170  45463
  78314 126930 112316  96727  49015 103822 127794  32421  19592  51583
  97935  88847  37659  71178  57497  65914  12584  20101  45191  35485
 125465  55669  88831  12738  34792 103180 104906   6847  22783 107131
  93486  84002 130921  24880   1985   4158  48330  42781  11581 113743
 119113 125416  68966 102853  87888   7329    480  48447   6403 130322
  16316   2547  53277  81209 121458 127544 108123  50280  57759 105857
  36183  61265  70668 101276  89274  50339    702  86189  86105   7713
  85878  35972  83750 113467 132160  52680  67346  58829 120840  71124
 102049  92195   2900  44158 110279 127286    466 107615  40714  48889]","[np.int64(49015), np.int64(68966), np.int64(103822), np.int64(113743), np.int64(81209), np.int64(110279), np.int64(8171), np.int64(12738), np.int64(6847), np.int64(85878), np.int64(57759), np.int64(67346), np.int64(120840), np.int64(90214), np.int64(130322), np.int64(24880), np.int64(20101), np.int64(40714), np.int64(102853), np.int64(2900), np.int64(84629), np.int64(48406), np.int64(543), np.int64(110765), np.int64(49485), np.int64(84949), np.int64(38170), np.int64(45463), np.int64(78314), np.int64(126930), np.int64(112316), np.int64(96727), np.int64(127794), np.int64(32421), np.int64(19592), np.int64(51583), np.int64(97935), np.int64(88847), np.int64(37659), np.int64(71178), np.int64(57497), np.int64(65914), np.int64(12584), np.int64(45191), np.int64(35485), np.int64(125465), np.int64(55669), np.int64(88831), np.int64(34792), np.int64(103180), np.int64(104906), np.int64(22783), np.int64(107131), np.int64(93486), np.int64(84002), np.int64(130921), np.int64(1985), np.int64(4158), np.int64(48330), np.int64(42781), np.int64(11581), np.int64(119113), np.int64(125416), np.int64(87888), np.int64(7329), np.int64(480), np.int64(48447), np.int64(6403), np.int64(16316), np.int64(2547), np.int64(53277), np.int64(121458), np.int64(127544), np.int64(108123), np.int64(50280), np.int64(105857), np.int64(36183), np.int64(61265), np.int64(70668), np.int64(101276), np.int64(89274), np.int64(50339), np.int64(702), np.int64(86189), np.int64(86105), np.int64(7713), np.int64(35972), np.int64(83750), np.int64(113467), np.int64(132160), np.int64(52680), np.int64(58829), np.int64(71124), np.int64(102049), np.int64(92195), np.int64(44158), np.int64(127286), np.int64(466), np.int64(107615), np.int64(48889)]",mistral:7b,100,,
random,"[ 54423  25394  96432 108207  62154  64121 106021 119115   1460  66976
 102082 128644 129070  14664  35891  83794  15701  51005  65034  84167
  60855 104976  77218   8241 112979 118112   9184  72845 113504  82447
  55055  71773  67517  60827  60842  44069 108540  16333  28386 129148
  27804  52757 104542  54837  63763  43203  60913  18489 126776  36275
  72682 118058  43332 104842  18461  34371  82715  76020  68423 109366
   7055 124818 125082 112304   3976   6396  86253 108694  15709  77118
 112627  15560  93241  42301  29108   1155  50022 123884  37923 127310
  97710  58160  26479  17899  73575 129466 127095 111650 121807  46022
  57181  81302 100818  23159  81579  89759  46829  75653  65933 123846]","[ 54423  25394  96432 108207  62154  64121 106021 119115   1460  66976
 102082 128644 129070  14664  35891  83794  15701  51005  65034  84167
  60855 104976  77218   8241 112979 118112   9184  72845 113504  82447
  55055  71773  67517  60827  60842  44069 108540  16333  28386 129148
  27804  52757 104542  54837  63763  43203  60913  18489 126776  36275
  72682 118058  43332 104842  18461  34371  82715  76020  68423 109366
   7055 124818 125082 112304   3976   6396  86253 108694  15709  77118
 112627  15560  93241  42301  29108   1155  50022 123884  37923 127310
  97710  58160  26479  17899  73575 129466 127095 111650 121807  46022
  57181  81302 100818  23159  81579  89759  46829  75653  65933 123846]",,100,,
