algorithm,original,reordered,model,size,column,value
bigraph,"[ 81811  95437  70103  55050  35613 129849   7429 120349  53436  17918
  45531  33550  83655  63112  15457  19908 107109  33757 100914  67590
  97949  92484 121231  33963 127596  98350  40211  99081 102387  80260
   2483  15570 101252 126377 123234  50338  59463 103167 122695  22348
  76862  76904 120800  85623  82048  68535  57270  34214 113374  14173
 116878  79232  81295  54664  66731  39354  80507  59062  92247  50435
  56734  88418  25538  80267  68397  70563  78714  79043  84282  39404
  71958  13480 107856 103144  57692  51511  66552  21381  25664   4119
   2393  18727 101161  50363  78195  85542  68923 131290 101128  53892
  16921 116762   6438  45732  14296  42953 119325  82340   7749  45146]","[np.int64(127596), np.int64(68535), np.int64(68397), np.int64(67590), np.int64(131290), np.int64(25664), np.int64(95437), np.int64(16921), np.int64(14173), np.int64(42953), np.int64(53436), np.int64(54664), np.int64(21381), np.int64(13480), np.int64(39354), np.int64(45732), np.int64(79232), np.int64(53892), np.int64(70563), np.int64(98350), np.int64(70103), np.int64(4119), np.int64(7429), np.int64(120349), np.int64(66731), np.int64(45146), np.int64(33963), np.int64(71958), np.int64(79043), np.int64(66552), np.int64(2393), np.int64(76862), np.int64(116878), np.int64(2483), np.int64(40211), np.int64(56734), np.int64(68923), np.int64(76904), np.int64(121231), np.int64(99081), np.int64(83655), np.int64(92484), np.int64(126377), np.int64(15570), np.int64(57692), np.int64(116762), np.int64(101161), np.int64(50363), np.int64(35613), np.int64(97949), np.int64(85542), np.int64(34214), np.int64(82048), np.int64(78714), np.int64(39404), np.int64(80267), np.int64(78195), np.int64(59463), np.int64(7749), np.int64(102387), np.int64(15457), np.int64(55050), np.int64(123234), np.int64(25538), np.int64(80507), np.int64(107109), np.int64(6438), np.int64(59062), np.int64(84282), np.int64(107856), np.int64(119325), np.int64(82340), np.int64(100914), np.int64(113374), np.int64(50435), np.int64(101128), np.int64(80260), np.int64(103144), np.int64(103167), np.int64(129849), np.int64(45531), np.int64(101252), np.int64(51511), np.int64(81295), np.int64(57270), np.int64(122695), np.int64(88418), np.int64(50338), np.int64(33757), np.int64(85623), np.int64(33550), np.int64(14296), np.int64(19908), np.int64(17918), np.int64(92247), np.int64(22348), np.int64(18727), np.int64(81811), np.int64(63112), np.int64(120800)]",llama3.1:8b,100,,
random,"[103823  93061  71533  71257   1414  21054  67133  60752   8289  51953
  49608 109334  39037 123377 106214  77660  38622   1322 120116 115700
  86822 122579 132342  30972  23872  43343  68317  81711  92083  61039
 104031  90282 129999  64082 115608  66117  85150   6382 127359  56876
 115834  75154 124482  94329  89556 111399 106124  98048  51825  34981
  46351  96153  61872  56681 108585  54123 111795  34642   1419  51632
 104476  63006 130359  20990 126106 122947  24099  84300  35679  39314
 116037  85727  46528 112426 117058 121186 113319   1470 108559 100409
 100451  51905  57244  23765  12686  60805  11089  88950  63009  34208
 123578   7051  31433  40150  17695 121037 102732  41741  30645  76720]","[103823  93061  71533  71257   1414  21054  67133  60752   8289  51953
  49608 109334  39037 123377 106214  77660  38622   1322 120116 115700
  86822 122579 132342  30972  23872  43343  68317  81711  92083  61039
 104031  90282 129999  64082 115608  66117  85150   6382 127359  56876
 115834  75154 124482  94329  89556 111399 106124  98048  51825  34981
  46351  96153  61872  56681 108585  54123 111795  34642   1419  51632
 104476  63006 130359  20990 126106 122947  24099  84300  35679  39314
 116037  85727  46528 112426 117058 121186 113319   1470 108559 100409
 100451  51905  57244  23765  12686  60805  11089  88950  63009  34208
 123578   7051  31433  40150  17695 121037 102732  41741  30645  76720]",,100,,
opt,"[ 86822  61872  39314  61039 106124   6382 106214  51632 111399 115608
 124482 113319 127359  92083 111795  21054  67133  38622   1414   8289
  51953  98048 108585  35679  12686 112426   1322  90282  63009 103823
 100409 108559   1419  75154  34981 109334 126106  39037  34642 121037
  30972 123578 115834  11089 130359  34208  66117  56876  64082  51905
  54123 122579  77660 123377  46351  46528   7051 104476  23872  71257
 100451  88950  30645 102732  84300 116037 121186  96153  51825  60805
  85150 115700  20990  41741  81711  24099  31433  71533  57244  76720
  23765   1470  49608  85727  40150  93061  89556 104031 122947 120116
  68317 132342  94329  63006  56681 129999  60752  43343 117058  17695]","[np.int64(67133), np.int64(30972), np.int64(34208), np.int64(66117), np.int64(64082), np.int64(23872), np.int64(71257), np.int64(24099), np.int64(31433), np.int64(71533), np.int64(23765), np.int64(68317), np.int64(86822), np.int64(61872), np.int64(39314), np.int64(61039), np.int64(106124), np.int64(6382), np.int64(106214), np.int64(51632), np.int64(111399), np.int64(115608), np.int64(124482), np.int64(113319), np.int64(127359), np.int64(92083), np.int64(111795), np.int64(21054), np.int64(38622), np.int64(1414), np.int64(8289), np.int64(51953), np.int64(98048), np.int64(108585), np.int64(35679), np.int64(12686), np.int64(112426), np.int64(1322), np.int64(90282), np.int64(63009), np.int64(103823), np.int64(100409), np.int64(108559), np.int64(1419), np.int64(75154), np.int64(34981), np.int64(109334), np.int64(126106), np.int64(39037), np.int64(34642), np.int64(121037), np.int64(123578), np.int64(115834), np.int64(11089), np.int64(130359), np.int64(56876), np.int64(51905), np.int64(54123), np.int64(122579), np.int64(77660), np.int64(123377), np.int64(46351), np.int64(46528), np.int64(7051), np.int64(104476), np.int64(100451), np.int64(88950), np.int64(30645), np.int64(102732), np.int64(84300), np.int64(116037), np.int64(121186), np.int64(96153), np.int64(51825), np.int64(60805), np.int64(85150), np.int64(115700), np.int64(20990), np.int64(41741), np.int64(81711), np.int64(57244), np.int64(76720), np.int64(1470), np.int64(49608), np.int64(85727), np.int64(40150), np.int64(93061), np.int64(89556), np.int64(104031), np.int64(122947), np.int64(120116), np.int64(132342), np.int64(94329), np.int64(63006), np.int64(56681), np.int64(129999), np.int64(60752), np.int64(43343), np.int64(117058), np.int64(17695)]",,100,,
warmup,"[ 46351  67133  23765  93061 113319  61872  34981 120116 103823  17695
  34642  20990   1414  38622   1470  84300  81711  63006 102732   1419
 111795  49608 121037 130359  39037  31433  51953 106124 126106 122579
 115608  63009  94329  71257 121186  98048   7051 117058  24099 106214
  89556 123578  41741  51905 129999 104476 108559 115700  64082  86822
  90282  43343 127359  34208  56876  30645 116037  54123  60805  12686
 124482  40150  77660 109334 100451  35679  92083 132342  57244  75154
  46528   6382  66117 108585   8289 111399  21054  60752  88950  85150
  76720  39314  61039  11089  23872  51632  96153  85727 115834 112426
  71533  51825 100409  68317   1322  56681 122947  30972 104031 123377]","[np.int64(67133), np.int64(23765), np.int64(17695), np.int64(34642), np.int64(1414), np.int64(1470), np.int64(81711), np.int64(102732), np.int64(111795), np.int64(49608), np.int64(39037), np.int64(31433), np.int64(94329), np.int64(71257), np.int64(24099), np.int64(106214), np.int64(89556), np.int64(41741), np.int64(108559), np.int64(64082), np.int64(127359), np.int64(116037), np.int64(54123), np.int64(124482), np.int64(109334), np.int64(100451), np.int64(35679), np.int64(66117), np.int64(108585), np.int64(88950), np.int64(76720), np.int64(61039), np.int64(23872), np.int64(71533), np.int64(100409), np.int64(68317), np.int64(30972), np.int64(46351), np.int64(93061), np.int64(113319), np.int64(61872), np.int64(34981), np.int64(120116), np.int64(103823), np.int64(20990), np.int64(38622), np.int64(84300), np.int64(63006), np.int64(1419), np.int64(121037), np.int64(130359), np.int64(51953), np.int64(106124), np.int64(126106), np.int64(122579), np.int64(115608), np.int64(63009), np.int64(121186), np.int64(98048), np.int64(7051), np.int64(117058), np.int64(123578), np.int64(51905), np.int64(129999), np.int64(104476), np.int64(115700), np.int64(86822), np.int64(90282), np.int64(43343), np.int64(34208), np.int64(56876), np.int64(30645), np.int64(60805), np.int64(12686), np.int64(40150), np.int64(77660), np.int64(92083), np.int64(132342), np.int64(57244), np.int64(75154), np.int64(46528), np.int64(6382), np.int64(8289), np.int64(111399), np.int64(21054), np.int64(60752), np.int64(85150), np.int64(39314), np.int64(11089), np.int64(51632), np.int64(96153), np.int64(85727), np.int64(115834), np.int64(112426), np.int64(51825), np.int64(1322), np.int64(56681), np.int64(122947), np.int64(104031), np.int64(123377)]",llama3.1:8b,100,,
bigraph,"[ 51905 116037 111399  89556  96153 123377 117058  77660  40150  38622
 100451 126106  17695  30972 100409 102732  57244  75154  63009  56876
 120116  76720  63006  39314  41741 122579  94329  11089 124482  20990
  51953 104031  66117  34981 106214  30645  51825  34642  23765 130359
  23872  90282  39037   8289  51632  81711  60805  67133 104476  92083
  61872 115608  93061  56681 103823  84300  46351  60752 123578 121037
  46528  68317  21054 111795 106124  85150  64082 122947  24099  43343
  49608   1322 115834 113319 127359   6382  98048  34208 129999  31433
  88950  85727  71533 108559 109334  35679 121186 115700  86822   1470
 112426  12686  71257   1414 108585   7051  61039   1419  54123 132342]","[np.int64(100451), np.int64(122947), np.int64(54123), np.int64(109334), np.int64(104476), np.int64(1470), np.int64(23765), np.int64(49608), np.int64(67133), np.int64(21054), np.int64(116037), np.int64(108585), np.int64(23872), np.int64(102732), np.int64(38622), np.int64(121037), np.int64(31433), np.int64(108559), np.int64(34208), np.int64(51632), np.int64(8289), np.int64(41741), np.int64(61872), np.int64(1322), np.int64(106124), np.int64(66117), np.int64(7051), np.int64(111399), np.int64(6382), np.int64(120116), np.int64(57244), np.int64(121186), np.int64(98048), np.int64(126106), np.int64(106214), np.int64(127359), np.int64(30972), np.int64(76720), np.int64(100409), np.int64(93061), np.int64(24099), np.int64(86822), np.int64(115834), np.int64(113319), np.int64(94329), np.int64(34642), np.int64(84300), np.int64(35679), np.int64(56876), np.int64(85727), np.int64(64082), np.int64(34981), np.int64(85150), np.int64(30645), np.int64(43343), np.int64(103823), np.int64(11089), np.int64(46528), np.int64(75154), np.int64(1414), np.int64(132342), np.int64(123377), np.int64(12686), np.int64(68317), np.int64(115700), np.int64(17695), np.int64(1419), np.int64(117058), np.int64(63006), np.int64(111795), np.int64(51953), np.int64(90282), np.int64(71533), np.int64(123578), np.int64(60752), np.int64(81711), np.int64(92083), np.int64(46351), np.int64(124482), np.int64(39037), np.int64(112426), np.int64(89556), np.int64(60805), np.int64(88950), np.int64(77660), np.int64(115608), np.int64(104031), np.int64(96153), np.int64(51825), np.int64(61039), np.int64(51905), np.int64(20990), np.int64(71257), np.int64(39314), np.int64(40150), np.int64(63009), np.int64(122579), np.int64(130359), np.int64(56681), np.int64(129999)]",llama3.1:8b,100,,
random,"[ 43651 121263  44690  13003 118603 113169  63600  29016  72576  26290
 125210  75063  18044  69739 119547  99091  39265 111600  17030 129041
   8990  77220 106025  79774  74793  84660 112623 125193  89802  21542
 107083  48581  62721 103222 130603 127577  28118  65619   3569  71983
   3031  13805  82331  11639  47981 130940  84587  42193  87464  98525
  71349 116601  25870  45397  83642  99136  98496  96406 118722  34329
  76880  66890  63508  52729  97356  53068  62918 105821  31346  68882
  69004  77608 102063   4697  77005  72849   9376  75597  24985  35372
  38968  18717  31586 125128  56064  36666   8006  21474  79425  26208
  38286  83456  63181  80156  66243  73396  40409  40294  37388  97408]","[ 43651 121263  44690  13003 118603 113169  63600  29016  72576  26290
 125210  75063  18044  69739 119547  99091  39265 111600  17030 129041
   8990  77220 106025  79774  74793  84660 112623 125193  89802  21542
 107083  48581  62721 103222 130603 127577  28118  65619   3569  71983
   3031  13805  82331  11639  47981 130940  84587  42193  87464  98525
  71349 116601  25870  45397  83642  99136  98496  96406 118722  34329
  76880  66890  63508  52729  97356  53068  62918 105821  31346  68882
  69004  77608 102063   4697  77005  72849   9376  75597  24985  35372
  38968  18717  31586 125128  56064  36666   8006  21474  79425  26208
  38286  83456  63181  80156  66243  73396  40409  40294  37388  97408]",,100,,
opt,"[ 40409  21542   3569  87464  71349 130603  74793   8006  83642  73396
 121263  83456  63600  26290  62721  39265  31346  48581  72576  66890
  75597  44690  53068 102063  99091  21474  84587  65619  62918  63181
 111600  38968  89802  79774  80156  99136  25870  31586 125193  42193
  43651  18717  96406  79425  63508  77608 118722  34329 129041  35372
  97356  82331  18044  13805   4697  36666   3031  98496 125210  38286
 118603  71983  56064  84660  75063 105821  13003  52729  77005 130940
  26208  17030  37388  76880  97408 116601  69004 113169 103222 127577
  45397  66243  98525 106025 119547   9376  40294  68882  29016 112623
  69739  47981  24985  28118 125128  11639  77220 107083  72849   8990]","[np.int64(71349), np.int64(73396), np.int64(26290), np.int64(31346), np.int64(72576), np.int64(66890), np.int64(65619), np.int64(25870), np.int64(31586), np.int64(34329), np.int64(71983), np.int64(26208), np.int64(69004), np.int64(66243), np.int64(68882), np.int64(29016), np.int64(69739), np.int64(24985), np.int64(28118), np.int64(72849), np.int64(40409), np.int64(21542), np.int64(3569), np.int64(87464), np.int64(130603), np.int64(74793), np.int64(8006), np.int64(83642), np.int64(121263), np.int64(83456), np.int64(63600), np.int64(62721), np.int64(39265), np.int64(48581), np.int64(75597), np.int64(44690), np.int64(53068), np.int64(102063), np.int64(99091), np.int64(21474), np.int64(84587), np.int64(62918), np.int64(63181), np.int64(111600), np.int64(38968), np.int64(89802), np.int64(79774), np.int64(80156), np.int64(99136), np.int64(125193), np.int64(42193), np.int64(43651), np.int64(18717), np.int64(96406), np.int64(79425), np.int64(63508), np.int64(77608), np.int64(118722), np.int64(129041), np.int64(35372), np.int64(97356), np.int64(82331), np.int64(18044), np.int64(13805), np.int64(4697), np.int64(36666), np.int64(3031), np.int64(98496), np.int64(125210), np.int64(38286), np.int64(118603), np.int64(56064), np.int64(84660), np.int64(75063), np.int64(105821), np.int64(13003), np.int64(52729), np.int64(77005), np.int64(130940), np.int64(17030), np.int64(37388), np.int64(76880), np.int64(97408), np.int64(116601), np.int64(113169), np.int64(103222), np.int64(127577), np.int64(45397), np.int64(98525), np.int64(106025), np.int64(119547), np.int64(9376), np.int64(40294), np.int64(112623), np.int64(47981), np.int64(125128), np.int64(11639), np.int64(77220), np.int64(107083), np.int64(8990)]",,100,,
warmup,"[ 79774 127577  56064  24985  38286   3031  25870  82331  13003   8990
  52729  71349  99136  83456  77220  18717  69739   3569 130603  42193
 121263  75597  45397  43651 125193  26208  62918  71983  36666  66243
  44690  31586  76880  17030 119547  31346  37388  68882  39265  34329
 125210  75063  89802   9376  98525  97408  63600 107083  97356  99091
  83642  13805  79425  77005  11639 118603 125128  63508  80156 105821
  74793 111600 112623  77608 130940  35372  72849  66890 102063  21474
  96406  63181  87464  84660 103222  72576  53068 116601  62721  84587
  38968  40409 106025  47981  29016  21542 129041  18044  48581  40294
  73396   8006  98496  28118 118722  65619  69004   4697  26290 113169]","[np.int64(79774), np.int64(24985), np.int64(25870), np.int64(13003), np.int64(71349), np.int64(99136), np.int64(77220), np.int64(69739), np.int64(3569), np.int64(75597), np.int64(45397), np.int64(26208), np.int64(26208), np.int64(36666), np.int64(66243), np.int64(76880), np.int64(31346), np.int64(68882), np.int64(39265), np.int64(75063), np.int64(9376), np.int64(98525), np.int64(63600), np.int64(97356), np.int64(83642), np.int64(79425), np.int64(77005), np.int64(111600), np.int64(74793), np.int64(35372), np.int64(66890), np.int64(102063), np.int64(103222), np.int64(53068), np.int64(38968), np.int64(106025), np.int64(29016), np.int64(40294), np.int64(98496), np.int64(28118), np.int64(65619), np.int64(69004), np.int64(26290), np.int64(127577), np.int64(56064), np.int64(38286), np.int64(3031), np.int64(82331), np.int64(8990), np.int64(52729), np.int64(83456), np.int64(18717), np.int64(130603), np.int64(42193), np.int64(121263), np.int64(43651), np.int64(125193), np.int64(62918), np.int64(71983), np.int64(44690), np.int64(31586), np.int64(17030), np.int64(119547), np.int64(37388), np.int64(34329), np.int64(125210), np.int64(89802), np.int64(97408), np.int64(107083), np.int64(99091), np.int64(13805), np.int64(11639), np.int64(118603), np.int64(125128), np.int64(63508), np.int64(80156), np.int64(105821), np.int64(112623), np.int64(77608), np.int64(130940), np.int64(72849), np.int64(21474), np.int64(96406), np.int64(63181), np.int64(87464), np.int64(84660), np.int64(72576), np.int64(116601), np.int64(62721), np.int64(84587), np.int64(40409), np.int64(47981), np.int64(21542), np.int64(129041), np.int64(18044), np.int64(48581), np.int64(73396), np.int64(8006), np.int64(118722), np.int64(4697)]",llama3.1:8b,100,,
bigraph,"[ 99091 125128  63508   4697  34329 130940  97356  99136  26290   9376
  21474  84660  18717  38968  38286  97408  29016  83456  36666  45397
  40294  96406  66890  77005  44690 116601  80156  74793 130603  42193
  84587  63181 127577  72849  68882  31586 121263 113169  40409   3031
 107083  71349 125210 129041  31346  87464  39265  71983  25870  52729
  62721  47981  69004  83642  53068  66243  37388  89802  26208 111600
  13003  77608  65619  28118 125193  79425  82331 119547  98525   3569
  62918  48581  73396  69739  75063 112623  24985 118603 106025  43651
  18044  63600  77220  98496 105821   8990 103222  72576  76880 102063
  75597   8006  17030  21542  79774  35372  13805  56064  11639 118722]","[np.int64(48581), np.int64(68882), np.int64(99091), np.int64(38968), np.int64(28118), np.int64(31586), np.int64(74793), np.int64(76880), np.int64(26290), np.int64(98496), np.int64(11639), np.int64(72849), np.int64(17030), np.int64(69004), np.int64(43651), np.int64(25870), np.int64(24985), np.int64(18044), np.int64(62721), np.int64(34329), np.int64(65619), np.int64(71349), np.int64(26208), np.int64(80156), np.int64(103222), np.int64(83456), np.int64(53068), np.int64(13003), np.int64(129041), np.int64(36666), np.int64(79774), np.int64(73396), np.int64(21474), np.int64(87464), np.int64(3569), np.int64(71983), np.int64(125210), np.int64(35372), np.int64(130940), np.int64(112623), np.int64(40294), np.int64(21542), np.int64(119547), np.int64(47981), np.int64(97356), np.int64(111600), np.int64(77005), np.int64(96406), np.int64(39265), np.int64(8990), np.int64(121263), np.int64(38286), np.int64(113169), np.int64(106025), np.int64(69739), np.int64(105821), np.int64(44690), np.int64(56064), np.int64(98525), np.int64(89802), np.int64(107083), np.int64(82331), np.int64(62918), np.int64(9376), np.int64(84587), np.int64(72576), np.int64(40409), np.int64(77608), np.int64(118722), np.int64(66890), np.int64(75063), np.int64(18717), np.int64(31346), np.int64(118603), np.int64(84660), np.int64(42193), np.int64(13805), np.int64(52729), np.int64(79425), np.int64(83642), np.int64(97408), np.int64(130603), np.int64(63508), np.int64(102063), np.int64(8006), np.int64(125193), np.int64(66243), np.int64(37388), np.int64(99136), np.int64(4697), np.int64(77220), np.int64(29016), np.int64(45397), np.int64(116601), np.int64(3031), np.int64(63600), np.int64(127577), np.int64(125128), np.int64(63181), np.int64(75597)]",llama3.1:8b,100,,
random,"[ 58781  95822  13563  29810  78622  89424  48365 106647  48142   8806
   8413  69743  75384 111853  53202  35439  56792  32777  55359  23004
  71393  14486  58452 126967 100367  32181 127343  43981  31933  93744
   9202   4773  75914  26679  80946  17297 112644  50770   1378  87864
 130751  25017 119668  72780  47071 105705  79920  80240 107801  22063
  50898  42630  90229  99558 119731  45434 112076  27590  46318  57010
  35428 117832  46236  40412  49295  38508 118822  73060  69477  53421
  57297 119970  37956  71782    279  72628    795  16366  98705 129738
 127380  94331  55654 109642  60317  37726  54011  25571  43520  24415
   7377  37211  15872  50698  78348  51838  90882   1174 105829  50694]","[ 58781  95822  13563  29810  78622  89424  48365 106647  48142   8806
   8413  69743  75384 111853  53202  35439  56792  32777  55359  23004
  71393  14486  58452 126967 100367  32181 127343  43981  31933  93744
   9202   4773  75914  26679  80946  17297 112644  50770   1378  87864
 130751  25017 119668  72780  47071 105705  79920  80240 107801  22063
  50898  42630  90229  99558 119731  45434 112076  27590  46318  57010
  35428 117832  46236  40412  49295  38508 118822  73060  69477  53421
  57297 119970  37956  71782    279  72628    795  16366  98705 129738
 127380  94331  55654 109642  60317  37726  54011  25571  43520  24415
   7377  37211  15872  50698  78348  51838  90882   1174 105829  50694]",,100,,
opt,"[105829  71393 126967  58781    795  90229  95822  49295   8806  25017
  32777  45434  53202 112076  31933  47071  51838  42630  13563  55654
   1174  80240  58452  71782   8413  94331 119668  48142  98705 112644
  23004  78622  87864    279  79920  43520  55359  50698 127380 111853
  32181  50694  37956  50898 117832  72628   9202  26679  37211  80946
  72780  93744  69743 127343 100367  57297  50770 129738  40412  46236
  89424  57010  43981  75914  73060  14486  53421  46318  54011 106647
  17297  99558   4773  69477 105705   1378 119731 130751   7377  90882
  27590  16366  60317  25571 119970  24415  37726  15872  56792  22063
  29810 107801  35439  78348  48365 118822  75384  38508  35428 109642]","[np.int64(71393), np.int64(25017), np.int64(32777), np.int64(31933), np.int64(71782), np.int64(32181), np.int64(72628), np.int64(26679), np.int64(72780), np.int64(69743), np.int64(73060), np.int64(69477), np.int64(27590), np.int64(25571), np.int64(24415), np.int64(29810), np.int64(105829), np.int64(126967), np.int64(58781), np.int64(795), np.int64(90229), np.int64(95822), np.int64(49295), np.int64(8806), np.int64(45434), np.int64(53202), np.int64(112076), np.int64(47071), np.int64(51838), np.int64(42630), np.int64(13563), np.int64(55654), np.int64(1174), np.int64(80240), np.int64(58452), np.int64(8413), np.int64(94331), np.int64(119668), np.int64(48142), np.int64(98705), np.int64(112644), np.int64(23004), np.int64(78622), np.int64(87864), np.int64(279), np.int64(79920), np.int64(43520), np.int64(55359), np.int64(50698), np.int64(127380), np.int64(111853), np.int64(50694), np.int64(37956), np.int64(50898), np.int64(117832), np.int64(9202), np.int64(37211), np.int64(80946), np.int64(93744), np.int64(127343), np.int64(100367), np.int64(57297), np.int64(50770), np.int64(129738), np.int64(40412), np.int64(46236), np.int64(89424), np.int64(57010), np.int64(43981), np.int64(75914), np.int64(14486), np.int64(53421), np.int64(46318), np.int64(54011), np.int64(106647), np.int64(17297), np.int64(99558), np.int64(4773), np.int64(105705), np.int64(1378), np.int64(119731), np.int64(130751), np.int64(7377), np.int64(90882), np.int64(16366), np.int64(60317), np.int64(119970), np.int64(37726), np.int64(15872), np.int64(56792), np.int64(22063), np.int64(107801), np.int64(35439), np.int64(78348), np.int64(48365), np.int64(118822), np.int64(75384), np.int64(38508), np.int64(35428), np.int64(109642)]",,100,,
warmup,"[111853 105705  93744    279 112076  80240 129738  58452  46318  58781
  37726  35428  38508 127380  50770   8413  53202   9202 119970  42630
  37956  78622  43981  71782  69743  57297 109642  72780  94331  54011
  60317  32181  43520  50694  25017  40412  51838  27590   1174  23004
  17297  45434  73060 127343    795  13563  31933  55654  98705   8806
 112644 119731  78348  48365  75914 118822  87864  55359  29810  69477
  71393 130751  50898   1378  15872  99558  53421  80946  72628 126967
  56792  25571  35439 105829  89424  37211  24415 117832  46236   7377
  47071  49295  16366  48142  79920  90229  95822  57010  14486 106647
 119668  50698   4773  90882  22063  32777 100367 107801  75384  26679]","[np.int64(111853), np.int64(93744), np.int64(112076), np.int64(38508), np.int64(50770), np.int64(53202), np.int64(9202), np.int64(78622), np.int64(43981), np.int64(69743), np.int64(57297), np.int64(94331), np.int64(54011), np.int64(50694), np.int64(25017), np.int64(51838), np.int64(27590), np.int64(795), np.int64(31933), np.int64(8806), np.int64(112644), np.int64(78348), np.int64(118822), np.int64(29810), np.int64(69477), np.int64(50898), np.int64(15872), np.int64(53421), np.int64(72628), np.int64(25571), np.int64(35439), np.int64(89424), np.int64(24415), np.int64(4773), np.int64(32777), np.int64(100367), np.int64(75384), np.int64(26679), np.int64(105705), np.int64(279), np.int64(80240), np.int64(129738), np.int64(58452), np.int64(46318), np.int64(58781), np.int64(37726), np.int64(35428), np.int64(127380), np.int64(8413), np.int64(119970), np.int64(42630), np.int64(37956), np.int64(71782), np.int64(109642), np.int64(72780), np.int64(60317), np.int64(32181), np.int64(43520), np.int64(40412), np.int64(1174), np.int64(23004), np.int64(17297), np.int64(45434), np.int64(73060), np.int64(127343), np.int64(13563), np.int64(55654), np.int64(98705), np.int64(119731), np.int64(48365), np.int64(75914), np.int64(87864), np.int64(55359), np.int64(71393), np.int64(130751), np.int64(1378), np.int64(99558), np.int64(80946), np.int64(126967), np.int64(56792), np.int64(105829), np.int64(37211), np.int64(117832), np.int64(46236), np.int64(7377), np.int64(47071), np.int64(49295), np.int64(16366), np.int64(48142), np.int64(79920), np.int64(90229), np.int64(95822), np.int64(57010), np.int64(14486), np.int64(106647), np.int64(119668), np.int64(50698), np.int64(90882), np.int64(22063), np.int64(107801)]",llama3.1:8b,100,,
bigraph,"[ 43520 127380 112644 119970  25571  37211 112076  25017  60317  53202
  46236 105705  32181   8806  43981  93744  89424  50698    279 130751
  13563  57297  75384  48365  37956  27590  49295 119731   7377  37726
  47071  98705  40412  50694  56792 127343  15872  51838  95822  50898
  14486  72628  23004  75914 100367  58452 129738  57010   4773  94331
  58781  90882    795  24415 105829  80240 107801  26679   9202  78622
  71782  90229  31933  45434  38508  29810 109642  69743   1378  32777
 119668  79920 118822  35428 111853  80946  50770  71393 117832  99558
 106647  73060  16366  22063  87864   8413  55359  54011  46318  72780
  55654   1174  78348  35439  69477  42630  53421 126967  17297  48142]","[np.int64(24415), np.int64(279), np.int64(25571), np.int64(48365), np.int64(46236), np.int64(98705), np.int64(72780), np.int64(57010), np.int64(111853), np.int64(119731), np.int64(7377), np.int64(87864), np.int64(46318), np.int64(71393), np.int64(78348), np.int64(78622), np.int64(50694), np.int64(50770), np.int64(107801), np.int64(35428), np.int64(69743), np.int64(8806), np.int64(100367), np.int64(117832), np.int64(72628), np.int64(56792), np.int64(95822), np.int64(80240), np.int64(71782), np.int64(37726), np.int64(29810), np.int64(26679), np.int64(50898), np.int64(15872), np.int64(38508), np.int64(73060), np.int64(60317), np.int64(109642), np.int64(69477), np.int64(105705), np.int64(16366), np.int64(127380), np.int64(119668), np.int64(37211), np.int64(45434), np.int64(27590), np.int64(112644), np.int64(32181), np.int64(37956), np.int64(119970), np.int64(43981), np.int64(17297), np.int64(9202), np.int64(90229), np.int64(126967), np.int64(58781), np.int64(40412), np.int64(795), np.int64(48142), np.int64(129738), np.int64(31933), np.int64(106647), np.int64(54011), np.int64(51838), np.int64(42630), np.int64(1378), np.int64(79920), np.int64(99558), np.int64(93744), np.int64(75914), np.int64(127343), np.int64(35439), np.int64(57297), np.int64(118822), np.int64(14486), np.int64(13563), np.int64(25017), np.int64(80946), np.int64(43520), np.int64(53202), np.int64(58452), np.int64(90882), np.int64(53421), np.int64(1174), np.int64(112076), np.int64(105829), np.int64(8413), np.int64(130751), np.int64(32777), np.int64(22063), np.int64(49295), np.int64(4773), np.int64(94331), np.int64(55654), np.int64(47071), np.int64(50698), np.int64(89424), np.int64(75384), np.int64(23004), np.int64(55359)]",llama3.1:8b,100,,
random,"[ 87432  80642  68953  57549  96147 129178 100166  10791  67199  69271
  56415   5092  37126 107914 109587  10195  33323  43091  36531 115660
  37770 129356  63815   9373  60467  22934   2101 100896  84134 102176
  93884 107654  23840  71564  43790  64601 111951   4137  56392 111221
 131861 102604  39337  86903  16638  63959  95000  94243  39809 113664
 124863 118055  67632  53834  47312  85668  61612  69539 120884   1849
  15559 128944 111637 109796 113889  88982  50721  73021 100198  42119
   3114  20148 122103  84661  97832  48604 127612  94659  89808 131315
  68839 132421 110135  96172  32957    684 130207  61919  86583 130560
  93673  98763  87428  31843  19640 110341  41687 120436   8534  71055]","[ 87432  80642  68953  57549  96147 129178 100166  10791  67199  69271
  56415   5092  37126 107914 109587  10195  33323  43091  36531 115660
  37770 129356  63815   9373  60467  22934   2101 100896  84134 102176
  93884 107654  23840  71564  43790  64601 111951   4137  56392 111221
 131861 102604  39337  86903  16638  63959  95000  94243  39809 113664
 124863 118055  67632  53834  47312  85668  61612  69539 120884   1849
  15559 128944 111637 109796 113889  88982  50721  73021 100198  42119
   3114  20148 122103  84661  97832  48604 127612  94659  89808 131315
  68839 132421 110135  96172  32957    684 130207  61919  86583 130560
  93673  98763  87428  31843  19640 110341  41687 120436   8534  71055]",,100,,
